image_name,category,nucleus_id,centroid_y_px,centroid_x_px,centroid_y_um,centroid_x_um,area_px,area_um2
FL_examples (10),follicular_lymphoma,92,124.29166666666667,205.375,57.174,94.473,24,5.078
FL_examples (10),follicular_lymphoma,93,124.96491228070175,177.33333333333334,57.484,81.573,171,36.184
FL_examples (10),follicular_lymphoma,94,128.28358208955223,196.1492537313433,59.01,90.229,67,14.177
FL_examples (10),follicular_lymphoma,95,125.0,84.57142857142857,57.5,38.903,154,32.586
FL_examples (10),follicular_lymphoma,96,129.7659574468085,109.68085106382979,59.692,50.453,47,9.945
FL_examples (10),follicular_lymphoma,97,128.9375,159.21428571428572,59.311,73.239,112,23.699
FL_examples (10),follicular_lymphoma,98,135.7875,120.35,62.462,55.361,80,16.928
FL_examples (10),follicular_lymphoma,99,134.0235294117647,136.10588235294117,61.651,62.609,85,17.986
FL_examples (10),follicular_lymphoma,100,135.57758620689654,39.4051724137931,62.366,18.126,116,24.546
FL_examples (10),follicular_lymphoma,101,134.2964824120603,72.57788944723617,61.776,33.386,199,42.108
FL_examples (10),follicular_lymphoma,102,139.64,187.07333333333332,64.234,86.054,150,31.74
FL_examples (10),follicular_lymphoma,103,140.63366336633663,146.52475247524754,64.691,67.401,101,21.372
FL_examples (10),follicular_lymphoma,104,141.64285714285714,59.919642857142854,65.156,27.563,112,23.699
FL_examples (10),follicular_lymphoma,105,141.4485294117647,213.86764705882354,65.066,98.379,136,28.778
FL_examples (10),follicular_lymphoma,106,142.18260869565216,16.68695652173913,65.404,7.676,115,24.334
FL_examples (10),follicular_lymphoma,107,144.36363636363637,160.3068181818182,66.407,73.741,88,18.621
FL_examples (10),follicular_lymphoma,108,145.44444444444446,47.90909090909091,66.904,22.038,99,20.948
