image_name,category,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std
FL_examples (19),follicular_lymphoma,1,196,18.461,0.2997,30.312,5.428,16.2371,6.6197,1.2157,0.4077,16.208,5.38,1.2465,0.3319,0.8063,0.2006,-0.7327,0.2488,0.6545,0.1391,-0.1577,0.2126,0.8909,0.0719,-1.3745,0.0807,5.4955,1.3614,1.1848,0.2477,3.9538,0.9406,0.4059,0.2379,1.4214,0.3227,2.1386,0.227,5.5727,1.0525,6.6354,1.0583,61.9135,0.1992,0.0379,3.0567,153.6138,37.44
FL_examples (190),follicular_lymphoma,1,146,13.751,0.2775,37.284,5.656,20.1817,8.4157,0.5053,0.417,17.7391,6.1175,1.211,0.3449,0.8254,0.1816,-1.0136,0.2201,0.6759,0.1587,-0.4389,0.2348,0.8968,0.0635,-1.2014,0.0709,6.2452,1.8806,1.4422,0.3011,4.2402,1.0535,-0.1477,0.2485,1.5234,0.5069,3.2331,0.3327,6.2414,1.3363,7.678,1.4111,51.8099,0.2214,0.0399,2.9822,156.5599,38.3774
FL_examples (191),follicular_lymphoma,1,173,16.294,0.3263,38.1,5.973,20.0225,8.7179,1.0732,0.4354,17.5118,5.7016,1.7038,0.3256,0.8308,0.1639,-1.0164,0.1973,0.6657,0.1459,-0.4321,0.2191,0.8965,0.0576,-1.0674,0.0642,6.1051,1.6205,1.1642,0.2654,4.2972,1.0425,0.3428,0.2426,1.4509,0.3371,1.7403,0.2323,5.8562,1.1167,7.0749,1.1323,53.7068,0.2238,0.0398,2.9832,162.6892,38.7435
FL_examples (192),follicular_lymphoma,1,126,11.867,0.1913,32.375,4.794,16.1219,7.7085,1.6573,0.4781,15.7095,5.6061,1.6793,0.3569,0.8335,0.1771,-1.1495,0.2124,0.7205,0.1551,-0.3413,0.2153,0.8787,0.0803,-1.3243,0.0913,5.9366,2.0178,1.4848,0.3399,3.6383,0.9134,-0.1243,0.251,1.735,0.8751,4.0141,0.5044,6.138,1.3893,7.8097,1.7301,57.0549,0.247,0.0405,2.8828,158.1881,41.1369
FL_examples (193),follicular_lymphoma,1,122,11.491,0.1689,35.94,5.792,14.7027,9.4362,1.6831,0.6418,15.3062,6.6637,1.4333,0.4354,0.7852,0.1911,-0.541,0.2434,0.7728,0.1799,-1.1771,0.2328,0.841,0.1005,-1.0279,0.1195,6.0523,2.0814,0.9731,0.3439,3.29,1.3436,1.0216,0.4084,2.1026,1.1349,2.1607,0.5398,5.8939,1.6968,7.8186,1.7059,69.1865,0.2354,0.0389,2.853,158.2178,42.4606
FL_examples (194),follicular_lymphoma,1,119,11.208,0.1708,36.995,5.062,15.2406,9.6859,1.2666,0.6355,16.2197,8.1598,1.6884,0.5031,0.7593,0.2099,-0.423,0.2765,0.7744,0.1883,-1.6173,0.2432,0.8538,0.0907,-1.2007,0.1062,6.3042,2.7963,1.1948,0.4436,3.2634,1.0711,0.5601,0.3282,2.0028,0.8062,1.3081,0.4025,6.3103,1.9341,8.2096,2.0974,71.9791,0.2263,0.0391,2.8398,159.6418,41.4995
FL_examples (195),follicular_lymphoma,1,160,15.07,0.2716,39.093,5.916,18.0257,9.8137,1.8752,0.5444,17.3782,7.2212,1.7403,0.4155,0.7745,0.1882,-0.5377,0.243,0.7371,0.142,-0.5965,0.1927,0.8579,0.0797,-0.9175,0.0929,6.3246,2.2684,1.5188,0.3587,3.8675,1.1387,0.854,0.2944,1.6769,0.517,1.8342,0.3083,5.7019,1.2009,7.1055,1.492,53.1277,0.2612,0.0422,2.7609,161.2639,40.6401
FL_examples (196),follicular_lymphoma,1,185,17.424,0.2969,34.97,5.407,17.0401,7.92,1.2891,0.4648,16.4324,6.1886,1.6487,0.3766,0.8228,0.1874,-0.9966,0.2278,0.7279,0.1385,-0.4469,0.1903,0.8815,0.0762,-1.3359,0.0865,6.0585,1.9576,1.1712,0.3231,3.7853,0.9871,0.7059,0.2608,1.6403,0.5069,2.088,0.309,5.4304,1.061,6.6296,1.2829,59.3924,0.2583,0.0413,2.7671,168.1091,41.4896
FL_examples (197),follicular_lymphoma,1,180,16.954,0.282,35.184,5.61,16.6364,8.0922,1.533,0.4864,16.5041,6.5572,1.7363,0.3973,0.8072,0.1989,-0.8897,0.2464,0.7183,0.1408,-0.7248,0.196,0.8688,0.0798,-0.9595,0.0918,5.9247,1.9184,1.4833,0.3238,3.8045,0.9937,0.9907,0.2612,1.5806,0.3865,1.1557,0.2445,5.5289,1.1738,6.6811,1.1438,38.6428,0.2969,0.0505,2.8101,134.4336,33.5876
FL_examples (198),follicular_lymphoma,1,175,16.483,0.2878,35.608,5.679,17.4612,8.6823,1.7862,0.4972,16.9666,7.0691,2.1221,0.4166,0.8006,0.1928,-0.8584,0.2408,0.7368,0.1322,-0.7529,0.1794,0.8718,0.0792,-1.2724,0.0908,6.1598,1.9724,1.149,0.3202,3.8429,1.0767,1.2441,0.2802,1.6427,0.4866,2.9129,0.2962,5.5221,1.0207,6.8921,1.1471,53.7463,0.2604,0.043,2.7747,160.7446,39.2931
FL_examples (199),follicular_lymphoma,1,162,15.258,0.2466,31.877,5.335,16.1587,7.5089,1.3686,0.4647,15.7757,5.8985,1.9658,0.3739,0.8352,0.1723,-1.1387,0.2063,0.7378,0.1351,-0.7822,0.1832,0.8918,0.067,-1.1968,0.0752,5.8628,1.7849,0.7759,0.3044,3.6474,0.9734,1.2263,0.2669,1.6327,0.3934,0.8067,0.2409,5.5897,1.0707,6.8035,1.2019,62.2054,0.248,0.0412,2.7216,163.8015,40.7098
FL_examples (2),follicular_lymphoma,1,168,15.823,0.3943,51.867,6.675,24.9184,11.8645,1.339,0.4761,20.9503,8.1081,1.2919,0.387,0.7631,0.2129,-0.6563,0.279,0.6929,0.1585,-0.6837,0.2287,0.8756,0.0784,-1.2128,0.0895,7.1591,2.3531,1.3118,0.3287,4.7037,1.151,0.3839,0.2447,1.5419,0.415,1.7347,0.2691,6.0058,1.1463,7.2207,0.9799,43.2256,0.2674,0.044,2.9586,178.1893,39.8284
FL_examples (20),follicular_lymphoma,1,206,19.402,0.3093,28.979,5.297,15.9429,6.9307,2.8339,0.4347,15.9522,6.5561,4.3524,0.411,0.8289,0.2094,-0.9509,0.2526,0.6066,0.1643,-0.3513,0.2708,0.9011,0.0684,-1.6274,0.0759,5.3279,1.593,3.0871,0.299,3.9711,0.865,0.1559,0.2178,1.3581,0.3148,2.1761,0.2318,5.5045,0.9216,6.4795,1.0669,71.3578,0.184,0.0364,3.0785,159.9858,38.4173
FL_examples (200),follicular_lymphoma,1,148,13.94,0.2274,33.207,5.231,16.3161,8.0078,0.8597,0.4908,16.017,6.4574,1.2643,0.4032,0.8213,0.1941,-0.8824,0.2363,0.7252,0.1512,-0.5674,0.2085,0.8809,0.0754,-1.0916,0.0856,5.9301,2.0629,1.004,0.3479,3.6766,1.0336,0.035,0.2811,1.6619,0.5299,1.4909,0.3188,5.9298,1.016,7.12,1.0668,63.6676,0.2384,0.0405,2.7645,165.1627,40.8585
FL_examples (201),follicular_lymphoma,1,176,16.577,0.2751,33.292,5.594,16.5974,7.7862,1.6105,0.4691,16.2004,5.9487,1.5388,0.3672,0.8211,0.1911,-1.1035,0.2327,0.717,0.1386,-0.5064,0.1933,0.8746,0.0825,-1.1585,0.0944,5.8982,1.8214,1.6295,0.3088,3.8064,1.0349,0.5932,0.2719,1.6038,0.543,4.3537,0.3386,5.5978,1.231,6.7726,1.3773,53.9005,0.2504,0.0433,2.8243,154.6014,37.132
FL_examples (202),follicular_lymphoma,1,184,17.33,0.3669,41.953,6.157,21.1738,9.9753,0.9686,0.4711,20.1223,8.1604,0.9969,0.4055,0.7194,0.2231,-0.3883,0.3101,0.7421,0.1526,-0.863,0.2056,0.8464,0.0931,-0.785,0.11,7.0672,2.4682,0.8912,0.3493,4.2313,1.1988,0.9066,0.2833,1.704,0.4967,1.0226,0.2915,5.7063,1.1859,6.8398,1.1509,51.2897,0.2652,0.0426,2.8504,172.8948,40.7499
FL_examples (203),follicular_lymphoma,1,182,17.142,0.3344,42.988,6.41,19.5103,11.0084,1.2661,0.5642,18.8083,8.4657,1.3062,0.4501,0.7394,0.219,-0.4088,0.2961,0.7258,0.144,-0.8212,0.1983,0.8389,0.1042,-1.0329,0.1242,6.575,2.4606,1.4953,0.3742,4.1526,1.3504,0.3793,0.3252,1.6373,0.5238,2.6089,0.3199,5.4657,1.1456,6.7176,1.1397,47.512,0.2552,0.0424,2.8893,160.1258,38.5937
FL_examples (204),follicular_lymphoma,1,171,16.106,0.3201,40.298,6.122,19.8731,10.052,0.7192,0.5058,19.3005,8.072,1.2375,0.4182,0.715,0.2097,-0.3328,0.2933,0.739,0.137,-0.8734,0.1854,0.8462,0.0896,-1.1622,0.1059,6.6221,2.1216,0.7527,0.3204,4.1262,1.243,0.4176,0.3012,1.647,0.4313,1.2798,0.2619,5.8104,1.1984,7.0072,1.0684,46.5999,0.2403,0.0421,2.9178,151.0024,37.5682
FL_examples (205),follicular_lymphoma,1,169,15.918,0.3138,38.598,6.052,19.7151,9.2205,0.7543,0.4677,19.3382,7.7897,1.0783,0.4028,0.7221,0.2251,-0.3976,0.3117,0.7378,0.1475,-0.8204,0.1999,0.8407,0.0976,-0.7755,0.1161,6.743,2.154,0.8334,0.3194,4.1267,1.1763,0.4363,0.285,1.6986,0.595,2.9407,0.3503,5.7784,1.0215,6.9766,1.0912,42.9536,0.2589,0.0442,2.9214,147.0276,36.3368
FL_examples (206),follicular_lymphoma,1,177,16.671,0.3374,40.004,5.992,20.2359,9.3806,0.9825,0.4636,18.9537,7.6921,1.9066,0.4058,0.7552,0.2025,-0.5601,0.2681,0.7362,0.1567,-0.7699,0.2128,0.8566,0.0884,-1.2455,0.1032,6.7856,2.2643,1.155,0.3337,4.1106,1.1182,0.6161,0.272,1.7003,0.5201,1.1401,0.3059,5.865,1.1256,7.0291,1.0589,50.1307,0.2505,0.0421,2.9223,162.3476,38.7196
