image_name,category,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std
FL_examples (95),follicular_lymphoma,1,157,14.787,0.482,72.341,8.187,32.5958,17.3006,1.7896,0.5308,23.6037,9.6195,1.657,0.4075,0.7707,0.1849,-0.6361,0.2399,0.7148,0.145,-0.6974,0.2028,0.8843,0.0656,-1.015,0.0741,8.23,2.8691,1.2985,0.3486,5.2595,1.4815,1.2714,0.2817,1.5837,0.4195,1.674,0.2649,6.4132,1.1957,7.5525,1.2847,36.6502,0.2758,0.0478,2.5264,187.0823,37.2691
FL_examples (96),follicular_lymphoma,1,181,17.048,0.4891,56.553,7.227,28.6875,13.515,1.2328,0.4711,22.0566,8.0199,1.1991,0.3636,0.7702,0.1759,-0.5114,0.2284,0.6935,0.1601,-0.782,0.2309,0.8787,0.0684,-1.1418,0.0779,7.6714,2.5857,1.1454,0.3371,5.0205,1.2587,0.8631,0.2507,1.5428,0.405,1.5103,0.2625,6.0496,1.044,7.0667,1.0807,34.9886,0.2774,0.0483,2.5415,187.9338,36.6771
FL_examples (97),follicular_lymphoma,1,158,14.881,0.4834,70.926,7.761,32.4833,17.5785,1.6122,0.5412,24.095,10.0137,1.4116,0.4156,0.7424,0.1877,-0.5421,0.2529,0.7397,0.136,-0.984,0.1838,0.8725,0.0691,-1.1516,0.0792,8.459,3.1145,1.1894,0.3682,5.1553,1.389,1.1587,0.2694,1.6441,0.4249,1.4045,0.2585,6.291,1.0416,7.5798,1.1624,34.38,0.2793,0.0483,2.4665,187.2012,37.0494
FL_examples (98),follicular_lymphoma,1,171,16.106,0.4892,65.114,7.381,30.3751,16.2726,1.7044,0.5357,22.7635,9.0736,1.4348,0.3986,0.7638,0.1823,-0.4367,0.2387,0.7096,0.1465,-0.707,0.2065,0.8767,0.0642,-0.6165,0.0732,7.9293,2.7909,0.8287,0.352,5.0864,1.3431,0.6507,0.2641,1.565,0.3875,1.1399,0.2476,6.1237,1.0904,7.2193,1.1745,33.6039,0.2861,0.0496,2.4587,188.4697,36.3958
FL_examples (99),follicular_lymphoma,1,160,15.07,0.4847,72.619,8.378,32.1619,18.656,1.8894,0.5801,23.5871,10.5666,1.9698,0.448,0.7644,0.1924,-0.5109,0.2517,0.7073,0.1501,-0.7725,0.2123,0.8775,0.0664,-0.8561,0.0756,8.148,3.0763,1.3,0.3776,5.227,1.5431,1.1758,0.2952,1.566,0.4059,1.4685,0.2592,6.2796,1.2094,7.5326,1.2632,33.3335,0.289,0.0487,2.4128,185.3728,36.8358
REACTIVE_examples (1),reactive_tissue,0,150,14.128,0.3582,55.792,7.411,25.3525,13.9663,1.4818,0.5509,21.9358,9.2878,1.7234,0.4234,0.6967,0.1877,-0.4032,0.2694,0.7442,0.1517,-1.1624,0.2039,0.8502,0.0714,-0.4755,0.084,7.4556,2.3069,0.765,0.3094,4.5795,1.508,0.7755,0.3293,1.7049,0.5199,1.7006,0.3049,6.037,1.2478,7.483,1.3374,43.9835,0.2535,0.0441,2.992,179.8532,36.2562
REACTIVE_examples (10),reactive_tissue,0,206,19.402,0.45,48.366,6.529,23.1949,10.826,1.3411,0.4667,19.6521,7.5699,1.5644,0.3852,0.7992,0.2,-0.7847,0.2502,0.6738,0.1699,-0.5713,0.2522,0.8809,0.077,-1.4676,0.0874,6.8799,2.4606,1.5254,0.3577,4.5389,0.9909,0.9759,0.2183,1.5222,0.445,1.7561,0.2923,5.4978,0.9321,6.5437,0.9903,40.2688,0.2597,0.0463,3.065,189.9091,34.9253
REACTIVE_examples (100),reactive_tissue,0,157,14.787,0.2956,36.25,5.692,19.9874,9.3278,0.1372,0.4667,19.1275,7.5783,0.8125,0.3962,0.7344,0.2231,-0.5401,0.3038,0.7164,0.17,-0.614,0.2373,0.8507,0.1019,-1.3846,0.1198,6.6715,2.2362,0.8557,0.3352,4.1475,1.2583,-0.122,0.3034,1.7161,0.7231,2.6183,0.4213,5.8547,1.3644,7.2375,1.2689,64.4865,0.1894,0.0369,3.0771,152.1112,38.6272
REACTIVE_examples (101),reactive_tissue,0,159,14.976,0.2964,36.805,5.694,19.7892,8.7624,0.49,0.4428,19.0064,6.8035,0.6457,0.358,0.7305,0.2142,-0.3998,0.2932,0.7043,0.1514,-0.7564,0.215,0.8584,0.09,-0.9562,0.1048,6.4411,1.8613,0.6033,0.289,4.2261,1.0934,-0.2275,0.2587,1.5706,0.4549,2.1522,0.2896,6.1209,1.2444,7.3277,1.269,56.1693,0.2018,0.0388,3.0416,148.8664,37.3548
REACTIVE_examples (102),reactive_tissue,0,204,19.214,0.3473,31.901,4.951,18.0762,6.2416,1.4334,0.3453,17.0151,5.4421,1.9579,0.3198,0.8262,0.1955,-0.9341,0.2366,0.6598,0.1552,-0.3141,0.2352,0.8918,0.0713,-1.4479,0.0799,5.9602,1.7804,1.9031,0.2987,4.0917,0.6282,-0.0346,0.1535,1.4684,0.4133,2.3368,0.2815,5.6249,0.9235,6.5482,1.0055,71.6094,0.1863,0.0359,3.0944,164.5094,38.9864
REACTIVE_examples (103),reactive_tissue,0,227,21.38,0.4041,31.952,5.218,18.8986,6.0104,1.2919,0.318,17.5313,5.4784,1.6338,0.3125,0.8179,0.1993,-0.9358,0.2437,0.6357,0.1796,-0.2219,0.2825,0.8899,0.0753,-1.2968,0.0846,6.0938,1.7752,1.1418,0.2913,4.238,0.6706,1.2081,0.1582,1.4488,0.4012,1.4755,0.2769,5.482,0.7366,6.3013,0.8051,78.8218,0.1759,0.0347,3.114,176.9722,40.4626
REACTIVE_examples (104),reactive_tissue,0,175,16.483,0.2924,35.137,5.497,17.7381,8.6772,1.0482,0.4892,17.7024,7.356,1.6016,0.4155,0.7608,0.2264,-0.5728,0.2976,0.6959,0.1531,-0.5972,0.22,0.8497,0.1153,-1.4782,0.1357,6.1228,2.0634,1.0182,0.337,4.0333,1.0681,-0.012,0.2648,1.5457,0.412,1.5439,0.2665,5.6429,1.2593,6.8591,1.2361,63.9166,0.1904,0.0369,3.0514,161.7192,38.9224
REACTIVE_examples (105),reactive_tissue,0,179,16.859,0.3349,35.608,5.723,19.8632,7.5917,0.778,0.3822,18.3947,6.9094,2.1378,0.3756,0.796,0.22,-0.868,0.2764,0.639,0.1767,-0.4922,0.2765,0.8773,0.0912,-1.6528,0.1039,6.2161,1.7955,0.9957,0.2889,4.3748,0.8724,0.0057,0.1994,1.4362,0.3632,1.5028,0.2529,5.7113,1.0257,6.9177,0.9314,59.4969,0.2037,0.0382,3.0455,158.7185,38.6795
REACTIVE_examples (106),reactive_tissue,0,167,15.729,0.3057,37.864,5.992,19.4343,8.6899,1.0573,0.4471,18.525,7.7088,1.647,0.4161,0.7779,0.2366,-0.7776,0.3041,0.6717,0.1581,-0.5546,0.2353,0.8632,0.1063,-1.2862,0.1232,6.245,1.9214,1.2501,0.3077,4.2878,1.0797,0.0296,0.2518,1.486,0.3712,1.281,0.2498,5.6815,1.2507,7.0554,1.3052,57.6739,0.2054,0.0387,3.0589,155.9205,38.5772
REACTIVE_examples (107),reactive_tissue,0,149,14.034,0.2846,39.005,6.128,20.2823,9.7621,0.381,0.4813,19.7092,7.8975,0.9902,0.4007,0.7039,0.2311,-0.287,0.3283,0.6895,0.1542,-0.1463,0.2236,0.8309,0.1153,-1.028,0.1388,6.565,2.1038,1.0331,0.3205,4.3614,1.2772,-0.1164,0.2928,1.5873,0.6287,3.3595,0.3961,5.9912,1.3599,7.4106,1.2272,53.7233,0.2064,0.0395,3.051,148.8051,37.1818
REACTIVE_examples (108),reactive_tissue,0,166,15.635,0.3065,40.167,6.134,19.6036,9.5099,1.9643,0.4851,18.5998,8.3188,2.613,0.4473,0.7763,0.2293,-0.854,0.2954,0.6499,0.173,-0.3749,0.2662,0.8646,0.0991,-1.4286,0.1146,6.2127,2.1298,2.3315,0.3428,4.3138,1.1102,0.3021,0.2574,1.4812,0.4829,2.9926,0.326,5.7393,1.2358,7.0009,1.2701,58.276,0.2065,0.0382,3.0656,164.4506,39.0548
REACTIVE_examples (109),reactive_tissue,0,176,16.577,0.3215,37.524,5.771,19.3939,8.4367,0.934,0.435,18.1672,7.2247,1.7283,0.3977,0.7962,0.2318,-0.8937,0.2912,0.6507,0.1689,-0.0469,0.2596,0.8681,0.1075,-1.4772,0.1239,6.2194,1.929,1.1647,0.3102,4.2864,1.0088,-0.0293,0.2354,1.4998,0.5254,2.5136,0.3503,5.9528,1.1183,7.0637,1.1657,60.6647,0.2003,0.0373,3.0221,164.8132,39.334
REACTIVE_examples (11),reactive_tissue,0,178,16.765,0.4177,47.551,6.785,24.9165,11.3674,1.0847,0.4562,21.2421,7.9617,1.1154,0.3748,0.7414,0.2092,-0.4011,0.2821,0.703,0.1629,-0.6037,0.2317,0.86,0.0852,-1.2538,0.0991,7.3729,2.5274,1.0525,0.3428,4.6735,1.164,0.6332,0.2491,1.6062,0.5183,1.9235,0.3227,5.7388,1.0803,6.8417,1.1165,42.0197,0.2618,0.046,3.0405,187.9676,36.0649
REACTIVE_examples (110),reactive_tissue,0,175,16.483,0.2849,32.222,4.991,17.2823,7.0227,0.8334,0.4063,16.6349,5.5699,1.0098,0.3348,0.8178,0.2012,-0.9348,0.246,0.675,0.1532,-0.4084,0.227,0.879,0.0795,-1.2389,0.0904,5.8815,1.8418,1.4537,0.3131,3.9769,0.8521,0.1012,0.2143,1.5,0.4273,2.2835,0.2849,5.6506,1.1569,6.81,1.1222,59.1304,0.1994,0.0384,2.9965,156.9302,37.4405
REACTIVE_examples (111),reactive_tissue,0,135,12.715,0.2286,38.798,5.773,17.9766,9.65,1.79,0.5368,17.8067,8.216,2.6964,0.4614,0.7638,0.2115,-0.6132,0.2769,0.7154,0.1682,-0.7264,0.2351,0.8659,0.0817,-1.1426,0.0944,6.2773,2.2558,1.2127,0.3594,3.8695,1.1134,0.8242,0.2878,1.6785,0.6051,1.8137,0.3605,5.9129,1.3231,7.5131,1.4271,54.5718,0.2126,0.0394,2.9724,154.9548,38.6164
REACTIVE_examples (112),reactive_tissue,0,171,16.106,0.2949,35.22,5.788,18.3077,7.8182,1.2381,0.427,17.9945,7.2143,1.82,0.4009,0.7762,0.2316,-0.7721,0.2984,0.6845,0.153,-0.7426,0.2236,0.8648,0.0965,-1.1625,0.1116,6.1152,1.7809,1.2191,0.2912,4.139,0.9473,0.3632,0.2289,1.499,0.3502,1.293,0.2336,5.6516,1.1144,6.9342,1.2107,62.7843,0.1965,0.0371,3.0281,160.7206,39.4159
REACTIVE_examples (113),reactive_tissue,0,166,15.635,0.2875,36.682,5.723,18.3862,8.61,0.7401,0.4683,17.7422,7.4996,1.3667,0.4227,0.7923,0.2226,-0.9597,0.2809,0.7001,0.1497,-0.8175,0.2139,0.8664,0.0974,-1.8036,0.1124,6.2054,2.2015,1.593,0.3548,4.0599,1.0915,0.0743,0.2688,1.5627,0.4768,2.68,0.3051,5.4966,1.0725,6.8442,1.2539,56.4076,0.2082,0.0383,3.0163,158.7761,39.3788
REACTIVE_examples (114),reactive_tissue,0,190,17.895,0.3388,36.095,5.611,18.9315,7.6183,1.0416,0.4024,18.0012,6.6104,1.602,0.3672,0.784,0.2111,-0.6656,0.2693,0.6716,0.1617,-0.5453,0.2408,0.876,0.0849,-1.1967,0.0969,6.1874,1.9079,1.21,0.3083,4.1765,0.8735,0.1284,0.2091,1.5004,0.4205,1.9422,0.2802,5.6035,1.0704,6.7185,1.0742,55.892,0.2062,0.039,3.0759,155.8439,37.6167
REACTIVE_examples (115),reactive_tissue,0,173,16.294,0.294,35.09,5.611,18.0447,7.8493,0.976,0.435,17.674,6.9127,1.3125,0.3911,0.7827,0.2243,-0.7278,0.2866,0.6812,0.1571,-0.5236,0.2307,0.8708,0.0849,-1.1022,0.0975,6.0633,1.9653,1.53,0.3241,4.0592,0.9823,0.0885,0.242,1.5323,0.4996,2.9526,0.326,5.7835,0.9753,6.9063,1.1475,59.883,0.1983,0.038,3.0427,153.965,38.0719
REACTIVE_examples (116),reactive_tissue,0,181,17.048,0.3076,34.513,5.388,18.0445,7.52,1.1446,0.4168,17.332,6.7249,1.8701,0.388,0.8076,0.2102,-1.0176,0.2603,0.6683,0.158,-0.4386,0.2364,0.8817,0.0846,-1.4557,0.096,6.0161,2.0563,1.8955,0.3418,4.0636,0.846,0.3494,0.2082,1.4927,0.4293,2.0064,0.2876,5.615,1.046,6.7835,1.1144,62.5885,0.1915,0.037,3.0395,162.7074,38.6646
REACTIVE_examples (117),reactive_tissue,0,185,17.424,0.3361,35.861,5.625,19.2876,7.6501,1.1317,0.3966,18.3272,7.3041,2.3218,0.3985,0.7859,0.2175,-0.7971,0.2767,0.6741,0.1582,-0.439,0.2347,0.882,0.0754,-1.3172,0.0855,6.206,1.7932,1.2986,0.2889,4.2179,0.9406,1.2399,0.223,1.4944,0.3829,1.4319,0.2562,5.6915,1.012,6.7478,1.0907,68.2407,0.1846,0.0361,3.0701,164.881,39.0369
REACTIVE_examples (118),reactive_tissue,0,198,18.649,0.344,35.306,5.552,18.4445,7.6623,1.3481,0.4154,17.9113,7.1933,2.0318,0.4016,0.7863,0.2171,-0.8392,0.2761,0.6754,0.1671,-0.6673,0.2474,0.8748,0.0825,-1.2862,0.0942,6.1646,2.1889,2.4695,0.3551,4.0944,0.8831,0.836,0.2157,1.5223,0.4951,3.9314,0.3252,5.5012,0.9838,6.5586,0.9347,66.2835,0.1861,0.0365,3.0734,165.9093,38.8204
REACTIVE_examples (119),reactive_tissue,0,180,16.954,0.3219,35.866,5.509,18.9888,7.7665,1.5849,0.409,18.1622,7.4272,1.8917,0.4089,0.7998,0.2309,-0.9592,0.2887,0.6496,0.1603,-0.1511,0.2467,0.8792,0.0852,-1.5413,0.0969,6.1292,2.0533,1.5927,0.335,4.2351,0.8414,0.1016,0.1987,1.4546,0.4016,1.8558,0.2761,5.6281,1.0693,6.7629,1.0497,60.295,0.1994,0.0376,3.0636,165.4548,38.8811
REACTIVE_examples (12),reactive_tissue,0,183,17.236,0.4117,45.138,6.615,23.8842,10.2814,0.9722,0.4305,20.6686,8.1063,1.5371,0.3922,0.7647,0.2115,-0.6313,0.2766,0.6908,0.1569,-0.6194,0.2271,0.8719,0.0762,-1.7243,0.0874,7.0511,2.2495,0.8826,0.319,4.6342,1.1662,1.4174,0.2516,1.5438,0.4547,2.3876,0.2945,5.6671,1.013,6.8509,1.1755,40.2211,0.2575,0.0458,3.0276,184.1775,34.9266
REACTIVE_examples (120),reactive_tissue,0,146,13.751,0.3356,55.905,7.038,24.4036,13.6929,1.3149,0.5611,20.4164,9.2405,1.5087,0.4526,0.7777,0.2028,-0.7403,0.2608,0.6973,0.1527,-0.4036,0.219,0.8712,0.0812,-1.4193,0.0932,7.0552,2.6417,0.9392,0.3744,4.5715,1.3416,0.969,0.2935,1.5695,0.4758,1.8432,0.3032,6.0406,1.1425,7.4014,1.1986,51.8601,0.2215,0.0394,3.0986,172.4229,39.8606
REACTIVE_examples (121),reactive_tissue,0,161,15.164,0.3627,49.153,6.679,23.9213,12.3829,1.3377,0.5177,20.7693,8.2402,0.9687,0.3967,0.7401,0.209,-0.4532,0.2824,0.705,0.1505,-0.6567,0.2135,0.8605,0.0779,-1.1646,0.0905,7.0553,2.433,0.8599,0.3448,4.5534,1.2011,0.7785,0.2638,1.5643,0.4064,1.2453,0.2598,5.7832,1.0501,7.0932,1.1094,57.6124,0.2052,0.0383,3.1229,173.1588,39.0767
REACTIVE_examples (122),reactive_tissue,0,144,13.563,0.377,57.061,7.435,27.7931,13.4457,1.4336,0.4838,22.0777,7.8797,1.11,0.3569,0.7465,0.1875,-0.4202,0.2512,0.6798,0.1576,-0.6552,0.2318,0.8657,0.0698,-0.6715,0.0806,7.448,2.3546,1.0716,0.3161,5.0144,1.2535,0.8059,0.25,1.506,0.4023,1.9321,0.2672,6.2417,1.3329,7.7901,1.4877,52.0157,0.2169,0.0395,3.1375,168.4272,38.2459
REACTIVE_examples (123),reactive_tissue,0,162,15.258,0.4,48.979,6.515,26.2175,11.2845,0.6223,0.4304,20.8839,7.0907,0.8824,0.3395,0.7839,0.1792,-0.6951,0.2287,0.6745,0.159,-0.5671,0.2357,0.8853,0.0632,-1.4051,0.0714,7.1489,2.1779,0.9017,0.3047,4.8569,1.147,0.0046,0.2362,1.4955,0.3824,1.3594,0.2557,5.947,1.1937,7.3423,1.2041,55.2157,0.2066,0.0384,3.1373,172.6323,38.8939
REACTIVE_examples (124),reactive_tissue,0,163,15.352,0.3327,49.029,6.833,21.6715,12.1113,1.3825,0.5589,18.4167,7.6319,1.4254,0.4144,0.8163,0.1837,-0.9513,0.225,0.6614,0.1698,-0.301,0.2568,0.882,0.0758,-1.4639,0.086,6.4446,2.3516,1.2163,0.3649,4.3715,1.2875,0.9482,0.2945,1.5046,0.4697,2.1526,0.3122,5.8705,1.359,7.0836,1.5825,50.4667,0.2259,0.0404,3.0804,173.5685,38.4508
REACTIVE_examples (125),reactive_tissue,0,163,15.352,0.3562,44.399,6.257,23.2033,10.2544,1.0744,0.4419,19.4678,6.5599,0.8459,0.337,0.7957,0.1762,-0.6689,0.2214,0.6722,0.1717,-0.6926,0.2554,0.8818,0.0632,-1.1195,0.0717,6.7643,2.0883,0.7526,0.3087,4.5507,1.0269,0.5549,0.2256,1.4989,0.3719,1.0953,0.2481,5.7953,1.1699,7.0989,1.3656,55.5711,0.2182,0.0391,3.1014,174.8056,39.2891
REACTIVE_examples (126),reactive_tissue,0,145,13.657,0.2734,40.825,6.511,20.0188,9.6636,0.8621,0.4827,17.3237,6.3564,1.4095,0.3669,0.8449,0.1694,-1.1677,0.2005,0.6428,0.1702,-0.4353,0.2647,0.8925,0.0609,-0.8659,0.0683,6.0389,1.8185,0.9177,0.3011,4.3053,1.1533,0.4344,0.2679,1.4304,0.3335,1.1042,0.2332,6.1194,1.4142,7.5624,1.6045,51.792,0.2403,0.0407,3.0053,171.1719,40.6591
REACTIVE_examples (127),reactive_tissue,0,125,11.773,0.2283,39.83,5.837,19.3944,9.7091,0.9542,0.5006,16.4428,5.4424,0.7382,0.331,0.8724,0.1371,-0.8028,0.1572,0.6526,0.1739,-0.3419,0.2664,0.8947,0.0599,-0.9331,0.067,5.9507,1.8789,0.9482,0.3157,4.1519,1.0895,-0.0264,0.2624,1.4684,0.378,1.0735,0.2574,6.3081,1.5792,8.0489,1.589,49.4826,0.2417,0.0419,2.9822,172.3382,39.6306
REACTIVE_examples (128),reactive_tissue,0,141,13.28,0.2962,43.717,6.317,22.3021,9.9527,1.213,0.4463,18.3604,6.7959,1.9361,0.3701,0.8562,0.1725,-1.1687,0.2014,0.612,0.1793,0.0426,0.293,0.9012,0.0604,-1.3117,0.0671,6.3813,2.1312,1.1767,0.334,4.5823,1.0414,0.7855,0.2273,1.4026,0.3686,1.2546,0.2628,6.1496,1.5508,7.5694,1.6232,50.5758,0.2402,0.0421,3.0227,173.1441,38.5175
REACTIVE_examples (129),reactive_tissue,0,141,13.28,0.2438,36.565,5.158,18.3612,8.3718,1.3749,0.456,16.1092,5.6465,1.5682,0.3505,0.8896,0.1562,-1.6459,0.1756,0.6158,0.1751,-0.1262,0.2844,0.9056,0.0595,-2.0613,0.0657,5.786,2.156,2.2269,0.3726,4.1243,0.8438,-0.7815,0.2046,1.4099,0.407,2.0012,0.2887,5.7847,1.2812,7.3598,1.5575,44.5503,0.2582,0.0445,2.9739,165.4267,37.6565
REACTIVE_examples (13),reactive_tissue,0,168,15.823,0.444,53.722,6.97,28.0597,12.8327,0.7151,0.4573,22.5274,8.2523,0.8074,0.3663,0.7315,0.1908,-0.3893,0.2608,0.6998,0.1608,-0.5601,0.2298,0.8626,0.0728,-0.8318,0.0844,7.663,2.4268,0.6166,0.3167,4.9655,1.3262,0.362,0.2671,1.5772,0.4457,1.3124,0.2826,5.9988,1.0157,7.2062,1.0978,34.5565,0.2759,0.048,2.9493,187.6185,35.4583
REACTIVE_examples (130),reactive_tissue,0,118,11.114,0.2107,38.811,5.476,18.9597,8.8287,1.5971,0.4657,16.1299,5.1617,1.5113,0.32,0.8995,0.138,-1.5983,0.1534,0.5921,0.1753,0.0895,0.2961,0.909,0.0607,-2.6146,0.0667,5.7607,1.9378,1.8284,0.3364,4.2428,0.904,0.398,0.2131,1.3683,0.3994,2.9203,0.2919,6.4339,1.5654,8.1032,1.6905,50.7175,0.2573,0.0444,2.9035,167.6099,39.0378
REACTIVE_examples (131),reactive_tissue,0,121,11.397,0.2545,47.871,6.436,22.3282,12.0453,1.5266,0.5395,19.4735,8.2866,1.6669,0.4255,0.7768,0.198,-0.6079,0.2549,0.6866,0.176,-0.468,0.2564,0.8631,0.0819,-1.1637,0.0949,6.8117,2.5249,1.1038,0.3707,4.3814,1.2428,0.9136,0.2837,1.5993,0.5543,1.7289,0.3466,6.2846,1.479,8.049,1.5913,51.271,0.2504,0.0427,2.9576,157.4229,39.2194
REACTIVE_examples (132),reactive_tissue,0,134,12.621,0.2829,47.64,6.704,22.4122,11.456,1.084,0.5111,19.8467,8.3717,1.3873,0.4218,0.758,0.2032,-0.4902,0.2682,0.7019,0.1843,-0.9959,0.2626,0.874,0.0735,-0.8576,0.0841,6.8811,2.3043,0.6038,0.3349,4.3501,1.2601,0.7375,0.2897,1.6292,0.533,1.8401,0.3272,6.2982,1.6132,7.7991,1.6648,52.6537,0.2416,0.0414,2.9877,158.6439,38.6573
REACTIVE_examples (133),reactive_tissue,0,156,14.693,0.2682,34.412,5.382,18.2546,8.5068,0.8762,0.466,17.6438,6.4694,0.7539,0.3667,0.7646,0.1976,-0.3134,0.2584,0.735,0.1622,-0.7696,0.2207,0.8552,0.0821,-0.6834,0.096,6.4955,2.2431,0.7476,0.3453,3.8733,1.0045,0.0226,0.2593,1.7212,0.5642,1.247,0.3278,5.7172,1.1915,7.1994,1.2101,58.7918,0.2301,0.04,2.9205,163.851,39.6746
REACTIVE_examples (134),reactive_tissue,0,149,14.034,0.2821,38.963,5.995,20.1006,9.4334,0.8796,0.4693,18.482,7.2287,1.1906,0.3911,0.7773,0.1981,-0.6157,0.2549,0.7304,0.1497,-1.032,0.2049,0.8714,0.0765,-1.0036,0.0877,6.6306,2.227,0.8195,0.3359,4.1059,1.0767,0.5986,0.2622,1.6322,0.4129,0.8681,0.253,5.9872,1.3526,7.4472,1.4369,57.3914,0.2441,0.0408,2.9041,165.5418,40.0175
REACTIVE_examples (135),reactive_tissue,0,152,14.316,0.3755,55.545,6.7,26.2315,13.2386,1.8518,0.5047,21.2398,8.046,1.3492,0.3788,0.7658,0.1859,-0.5346,0.2428,0.7135,0.1528,-0.8947,0.2141,0.8754,0.0661,-0.9676,0.0755,7.451,2.5463,1.0884,0.3417,4.7093,1.1036,0.866,0.2343,1.5902,0.4268,1.6197,0.2684,6.1029,1.3617,7.4118,1.4583,45.5714,0.2455,0.0418,2.9199,172.2482,38.7977
REACTIVE_examples (136),reactive_tissue,0,119,11.208,0.3326,64.979,8.329,29.6756,16.3351,1.3814,0.5505,23.7822,10.4533,1.3282,0.4395,0.7071,0.206,-0.3225,0.2913,0.7092,0.1441,-0.4738,0.2032,0.8537,0.0776,-0.7046,0.091,7.8678,2.6736,0.7161,0.3398,5.0992,1.5898,0.9021,0.3118,1.5856,0.4824,2.4091,0.3043,6.6292,1.3347,8.345,1.6405,45.1597,0.2553,0.0422,2.9539,170.3336,40.4096
REACTIVE_examples (137),reactive_tissue,0,131,12.338,0.3499,61.681,7.152,28.3577,15.6353,1.1939,0.5514,22.7969,9.2067,0.8229,0.4039,0.7165,0.1988,-0.1262,0.2775,0.7198,0.1626,-0.6965,0.2258,0.8625,0.0725,-0.7473,0.084,7.8452,2.8851,0.8887,0.3678,4.8522,1.4276,0.5776,0.2942,1.6508,0.4944,1.1086,0.2995,6.6468,1.5153,8.2147,1.3493,41.199,0.2625,0.0432,2.928,169.3948,40.7199
REACTIVE_examples (138),reactive_tissue,0,161,15.164,0.3917,53.647,7.171,25.831,12.3755,1.6146,0.4791,21.4335,8.2465,1.7248,0.3847,0.7514,0.1927,-0.5773,0.2565,0.7196,0.1548,-1.0455,0.215,0.8699,0.0728,-1.1944,0.0837,7.4771,2.477,1.3815,0.3313,4.6985,1.2153,1.2272,0.2587,1.6247,0.4957,2.1998,0.3051,6.0301,1.2739,7.2421,1.3763,50.8531,0.2298,0.0403,3.0186,175.6062,39.4159
REACTIVE_examples (139),reactive_tissue,0,165,15.541,0.426,57.132,7.412,27.4093,13.4264,1.1871,0.4898,22.3486,9.078,1.1849,0.4062,0.7455,0.205,-0.5938,0.2749,0.7023,0.1606,-1.0236,0.2286,0.8663,0.0755,-1.0024,0.0872,7.6094,2.6503,1.0137,0.3483,4.9003,1.2868,1.1446,0.2626,1.5596,0.3953,1.2244,0.2535,5.8086,1.1712,7.152,1.3197,49.5398,0.2308,0.0418,3.0368,185.0956,38.409
REACTIVE_examples (14),reactive_tissue,0,193,18.178,0.4554,49.25,6.916,25.0499,11.5234,1.0231,0.46,21.8806,9.2252,1.4265,0.4216,0.7297,0.2261,-0.4723,0.3098,0.7102,0.145,-0.692,0.2042,0.8661,0.0822,-0.9488,0.0949,7.2682,2.2896,0.9337,0.315,4.7125,1.2254,0.9831,0.26,1.5637,0.3827,1.0939,0.2448,5.6709,1.1153,6.7212,1.1074,41.589,0.2504,0.045,3.0671,186.4568,35.5665
REACTIVE_examples (140),reactive_tissue,0,156,14.693,0.4248,59.817,7.35,28.9146,14.2664,1.6641,0.4934,23.2004,9.4867,1.8968,0.4089,0.7229,0.1949,-0.3959,0.2696,0.7126,0.1568,-0.6765,0.2201,0.8639,0.075,-0.9584,0.0868,7.9141,2.8101,1.5855,0.3551,4.9734,1.3154,1.4563,0.2645,1.6161,0.494,1.9469,0.3057,6.2636,1.2992,7.4753,1.3716,46.5482,0.2369,0.0417,3.012,180.7371,38.3314
REACTIVE_examples (141),reactive_tissue,0,174,16.388,0.4335,63.468,7.509,26.45,16.0227,1.8411,0.6058,21.8725,9.921,1.7841,0.4536,0.7376,0.2068,-0.5152,0.2804,0.7237,0.1426,-0.9974,0.1971,0.8612,0.0844,-1.3661,0.0979,7.5232,2.8341,1.2018,0.3767,4.732,1.3878,1.0252,0.2933,1.5979,0.3967,1.1788,0.2482,5.7621,1.2229,6.9762,1.2013,52.9166,0.218,0.0403,3.0303,183.7543,38.5175
REACTIVE_examples (142),reactive_tissue,0,159,14.976,0.4154,59.975,7.372,27.7396,14.384,2.2099,0.5185,22.2218,8.9641,1.7802,0.4034,0.7526,0.1937,-0.5399,0.2573,0.6968,0.157,-0.8181,0.2253,0.8722,0.0675,-1.0009,0.0774,7.5432,2.5,1.0853,0.3314,4.9193,1.272,1.8776,0.2586,1.5457,0.4018,1.4174,0.2599,5.9228,1.1267,7.2252,1.1366,51.0247,0.2207,0.0399,3.0468,177.8218,38.6142
