image_name,category,sigma,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std,probability
FL_examples (43),follicular_lymphoma,0.2,1,133,12.527,0.29,53.641,7.055,23.1519,14.2523,1.2764,0.6156,20.8578,9.4728,1.1904,0.4542,0.6938,0.1978,-0.1236,0.2851,0.733,0.1412,-0.5908,0.1926,0.8315,0.0845,-0.9717,0.1017,7.0844,2.5769,1.0052,0.3637,4.4021,1.4752,0.549,0.3351,1.6762,0.5899,2.7199,0.3519,6.3126,1.6963,7.8198,1.5489,41.626,0.2562,0.0439,2.9911,170.1844,37.5126,0.669678807258606
FL_examples (43),follicular_lymphoma,0.3,1,125,11.773,0.3305,64.164,7.68,28.07,17.2824,1.0509,0.6157,21.8237,9.0672,0.639,0.4155,0.7391,0.1792,-0.332,0.2425,0.719,0.1506,-0.764,0.2094,0.8507,0.082,-0.9796,0.0964,7.6198,2.8835,0.7936,0.3784,4.8219,1.6419,0.3795,0.3405,1.6369,0.5328,1.8252,0.3255,6.6672,1.7315,8.2207,1.5668,37.1342,0.2787,0.0455,2.8991,170.0278,37.9708,0.7796111106872559
REACTIVE_examples (85),reactive_tissue,0.0,0,170,16.012,0.3018,36.532,5.863,18.8474,8.1827,0.9337,0.4342,19.4412,8.248,1.4232,0.4243,0.7132,0.2551,-0.3434,0.3577,0.6861,0.166,-0.7235,0.2419,0.8335,0.1145,-0.9909,0.1374,6.4184,2.0456,1.1179,0.3187,4.2485,1.0608,0.2401,0.2497,1.5421,0.4316,1.4002,0.2799,5.466,1.1758,6.9535,1.1172,67.9722,0.1764,0.0361,3.1012,159.9307,38.2333,0.0021961682941764593
REACTIVE_examples (85),reactive_tissue,0.1,0,169,15.918,0.3022,36.731,5.946,18.9864,8.2865,0.945,0.4364,19.4329,8.1868,1.3693,0.4213,0.717,0.2543,-0.3699,0.3547,0.6882,0.1646,-0.732,0.2392,0.834,0.1138,-0.9033,0.1364,6.4424,2.0477,1.075,0.3178,4.2526,1.0763,0.2695,0.2531,1.5478,0.435,1.3292,0.2811,5.4836,1.1804,6.9767,1.1205,66.7555,0.178,0.0362,3.1053,158.6322,38.2086,0.001992100151255727
REACTIVE_examples (85),reactive_tissue,0.2,0,170,16.012,0.3002,36.308,5.834,18.7477,8.1582,0.9473,0.4352,19.2951,8.1038,1.4234,0.42,0.7164,0.2536,-0.3494,0.354,0.6843,0.1655,-0.7358,0.2418,0.8348,0.1125,-0.9778,0.1348,6.3781,2.0234,1.0965,0.3172,4.2346,1.0546,0.2783,0.249,1.5362,0.4282,1.4286,0.2787,5.4757,1.1715,6.9546,1.1216,65.6279,0.1785,0.0365,3.1037,159.2697,37.9508,0.002082365332171321
REACTIVE_examples (85),reactive_tissue,0.3,0,170,16.012,0.2988,36.296,5.768,18.6606,8.1146,1.0027,0.4349,18.9039,7.6274,1.4448,0.4035,0.7299,0.2452,-0.4145,0.336,0.6891,0.162,-0.7377,0.2351,0.8402,0.1089,-1.0965,0.1296,6.338,1.9241,1.0578,0.3036,4.1955,1.0353,0.3415,0.2468,1.5459,0.4378,1.5565,0.2832,5.5368,1.1746,6.9452,1.1819,62.4165,0.1839,0.0371,3.1064,157.378,37.9415,0.0022071576677262783
REACTIVE_examples (209),reactive_tissue,0.0,0,175,16.483,0.398,47.728,6.769,24.149,11.0172,1.3691,0.4562,21.1747,9.262,2.0807,0.4374,0.7509,0.2229,-0.7361,0.2969,0.6825,0.1471,-0.8758,0.2156,0.8653,0.0879,-1.3298,0.1015,6.9741,2.1653,1.2835,0.3105,4.7547,1.1807,1.0875,0.2483,1.4753,0.3008,0.9021,0.2039,5.6983,0.9881,6.8233,0.9578,49.1622,0.2373,0.0427,3.0553,185.0401,36.8617,0.000303182314382866
REACTIVE_examples (209),reactive_tissue,0.1,0,177,16.671,0.4029,50.373,6.797,24.169,12.2085,2.0367,0.5051,21.2815,10.3377,2.8994,0.4858,0.7486,0.2236,-0.7706,0.2988,0.6893,0.1446,-0.7958,0.2098,0.8634,0.0893,-1.3414,0.1035,7.0142,2.5153,2.4097,0.3586,4.7068,1.2129,0.7519,0.2577,1.4961,0.3312,1.288,0.2214,5.7457,0.9591,6.8557,0.9688,49.8711,0.2349,0.0424,3.0632,184.5076,37.1437,0.0002700596523936838
REACTIVE_examples (209),reactive_tissue,0.2,0,172,16.2,0.3907,49.432,6.887,24.1187,11.531,1.445,0.4781,21.3447,9.8629,1.9331,0.4621,0.7486,0.2281,-0.8123,0.3047,0.6863,0.1441,-0.9136,0.21,0.8653,0.089,-1.4566,0.1028,6.9715,2.2617,1.3691,0.3244,4.7358,1.2381,1.033,0.2614,1.4819,0.3093,1.2086,0.2087,5.7599,0.9942,6.8567,0.9788,51.022,0.2315,0.0418,3.058,183.5821,37.1908,0.0003397169057279825
REACTIVE_examples (209),reactive_tissue,0.3,0,172,16.2,0.3925,52.606,6.688,24.2307,12.7839,2.1513,0.5276,21.4775,11.0154,2.8781,0.5129,0.7486,0.2317,-0.795,0.3096,0.6819,0.1537,-0.7654,0.2254,0.864,0.093,-1.4486,0.1076,7.0408,2.7037,2.5635,0.384,4.7181,1.2166,0.9219,0.2579,1.4969,0.3648,1.5849,0.2437,5.7667,0.9419,6.8741,0.9513,52.1276,0.2296,0.0414,3.0611,183.1156,37.4904,0.000408473948482424
REACTIVE_examples (288),reactive_tissue,0.0,0,177,16.671,0.4394,52.324,6.899,26.3591,12.3033,0.9059,0.4668,24.1689,10.1161,1.2242,0.4186,0.6369,0.2225,-0.1371,0.3494,0.7477,0.1422,-1.1404,0.1902,0.819,0.1026,-0.8078,0.1253,7.9141,2.5852,1.0481,0.3267,4.764,1.2772,0.5021,0.2681,1.7046,0.5008,1.2154,0.2938,5.902,1.1615,7.0744,1.1506,52.5021,0.2036,0.0405,3.1178,183.6447,34.9607,0.00025535409804433584
REACTIVE_examples (288),reactive_tissue,0.1,0,175,16.483,0.4377,55.039,7.341,26.5576,13.2121,1.3148,0.4975,24.2366,10.8902,1.7189,0.4493,0.6401,0.2224,-0.1353,0.3475,0.7441,0.1484,-1.1481,0.1995,0.82,0.0973,-0.6036,0.1186,7.887,2.5917,1.1119,0.3286,4.7738,1.4108,0.8656,0.2955,1.7178,0.5714,2.1104,0.3326,5.951,1.2186,7.0895,1.2301,52.8244,0.204,0.0404,3.12,183.5867,35.0351,0.0005133393569849432
REACTIVE_examples (288),reactive_tissue,0.2,0,179,16.859,0.4392,53.441,7.0,26.0516,12.5472,1.0526,0.4816,23.7341,10.1161,1.2411,0.4262,0.6521,0.2246,-0.2314,0.3444,0.7421,0.1455,-0.9881,0.1961,0.8234,0.1032,-0.8928,0.1254,7.8209,2.5978,1.1375,0.3322,4.7365,1.2923,0.5034,0.2728,1.7026,0.5375,1.4984,0.3157,5.8436,1.1282,7.0192,1.1445,52.2889,0.2043,0.0405,3.1194,183.3572,35.0176,0.00022811135568190366
REACTIVE_examples (288),reactive_tissue,0.3,0,177,16.671,0.4423,53.311,6.886,26.5301,12.5916,0.9284,0.4746,24.1961,10.3701,1.1741,0.4286,0.6417,0.2236,-0.1498,0.3485,0.7497,0.1483,-1.0266,0.1978,0.8225,0.0988,-0.7316,0.1201,7.9434,2.609,1.0862,0.3285,4.7378,1.323,0.4097,0.2792,1.7396,0.5621,1.5139,0.3231,5.9187,1.1255,7.0701,1.1645,51.7176,0.2056,0.0406,3.1166,183.8437,35.1534,0.00023369690461549908
REACTIVE_examples (57),reactive_tissue,0.0,0,159,14.976,0.3324,46.208,6.507,22.198,10.911,1.2399,0.4915,19.9992,8.1479,1.1745,0.4074,0.7533,0.2307,-0.4729,0.3063,0.6937,0.1674,-0.5071,0.2414,0.8542,0.1009,-1.0181,0.1181,6.9084,2.4488,1.0554,0.3545,4.4374,1.1279,0.6179,0.2542,1.5879,0.5137,2.0564,0.3235,5.7956,1.5567,7.1633,1.7931,50.9028,0.2608,0.0419,2.9717,170.1469,41.83,0.007591673173010349
REACTIVE_examples (57),reactive_tissue,0.1,0,158,14.881,0.3331,47.888,6.657,22.3814,11.195,1.4341,0.5002,20.1031,8.2697,1.4002,0.4114,0.7526,0.2296,-0.4799,0.3051,0.6904,0.1666,-0.494,0.2414,0.8557,0.0986,-0.9988,0.1153,6.9344,2.552,1.4804,0.368,4.4663,1.147,0.9986,0.2568,1.5801,0.5171,2.0846,0.3273,5.8029,1.5083,7.1612,1.7617,50.196,0.2621,0.0419,2.9726,168.9888,41.9859,0.00725763663649559
REACTIVE_examples (57),reactive_tissue,0.2,0,156,14.693,0.3318,45.798,6.82,22.5842,10.8198,1.2281,0.4791,20.4599,8.7647,1.3791,0.4284,0.7484,0.2361,-0.5175,0.3154,0.6916,0.1683,-0.4447,0.2434,0.8537,0.1023,-1.0493,0.1198,6.9855,2.4617,1.0929,0.3524,4.501,1.199,0.8999,0.2664,1.5923,0.5344,2.0315,0.3356,5.8507,1.5443,7.2397,1.7379,52.8282,0.2573,0.0413,2.974,168.7551,42.2868,0.004864244721829891
REACTIVE_examples (57),reactive_tissue,0.3,0,158,14.881,0.3077,41.645,6.083,20.6765,9.788,1.3308,0.4734,19.1741,7.9592,1.4517,0.4151,0.77,0.2312,-0.6516,0.3003,0.6845,0.1684,-0.3549,0.246,0.8595,0.0974,-1.1289,0.1133,6.6222,2.294,1.236,0.3464,4.3148,1.099,0.8301,0.2547,1.5723,0.5238,2.1786,0.3332,5.6696,1.4535,7.1363,1.7018,55.9285,0.2437,0.0399,2.9921,163.2259,42.4577,0.020081093534827232
REACTIVE_examples (263),reactive_tissue,0.0,0,178,16.765,0.3778,42.343,5.783,22.5366,9.2271,1.0303,0.4094,19.2116,6.6018,1.398,0.3436,0.8034,0.1865,-0.7669,0.2322,0.6996,0.1551,-0.7688,0.2217,0.8893,0.0683,-1.3072,0.0768,6.8194,2.1512,1.5297,0.3154,4.4353,0.9322,0.096,0.2102,1.5551,0.4123,1.4155,0.2651,5.7761,1.0831,6.9255,1.1587,41.9909,0.2812,0.0474,2.8572,186.4981,37.2775,0.3694918751716614
REACTIVE_examples (263),reactive_tissue,0.1,0,179,16.859,0.3775,41.85,5.696,22.3906,9.3602,0.8662,0.418,19.2146,6.779,1.1241,0.3528,0.7988,0.1924,-0.7201,0.2408,0.6992,0.1546,-0.6587,0.2211,0.8886,0.0669,-1.0707,0.0753,6.79,2.1661,1.2657,0.319,4.4094,0.9477,-0.1148,0.2149,1.5568,0.4193,1.4469,0.2693,5.8136,1.0761,6.9352,1.1077,42.8587,0.2805,0.0471,2.867,186.8241,37.4725,0.18928487598896027
REACTIVE_examples (263),reactive_tissue,0.2,0,176,16.577,0.3756,42.673,5.677,22.6568,9.3759,0.9442,0.4138,19.1439,6.5942,1.3388,0.3445,0.8103,0.1842,-0.8025,0.2273,0.7018,0.1572,-0.8204,0.2241,0.8905,0.0674,-1.3436,0.0757,6.853,2.2053,1.4577,0.3218,4.4273,0.9288,0.0247,0.2098,1.5635,0.417,1.4067,0.2667,5.8297,1.1017,6.9684,1.1669,40.3112,0.2849,0.048,2.8417,187.1752,36.9553,0.24864450097084045
REACTIVE_examples (263),reactive_tissue,0.3,0,178,16.765,0.38,43.155,5.947,22.6661,9.6975,1.724,0.4278,18.8582,6.3827,1.8508,0.3385,0.8277,0.1775,-0.9082,0.2144,0.6913,0.1573,-0.8799,0.2276,0.8949,0.065,-1.2114,0.0726,6.7597,2.0698,1.4434,0.3062,4.4688,1.0277,2.0122,0.23,1.5294,0.3984,1.7783,0.2605,5.8545,1.0939,6.9463,1.1912,39.9339,0.2833,0.0479,2.7939,187.816,37.6844,0.9101907014846802
REACTIVE_examples (207),reactive_tissue,0.0,0,148,13.94,0.3836,56.723,6.715,27.518,13.1336,1.496,0.4773,22.2605,8.2776,1.1898,0.3719,0.7426,0.206,-0.4127,0.2775,0.7115,0.157,-0.5654,0.2207,0.8735,0.0708,-0.8898,0.081,7.7003,2.7131,1.6437,0.3523,4.8327,1.1886,0.726,0.246,1.6216,0.4974,1.329,0.3067,6.2703,1.1605,7.5831,1.4013,42.5391,0.2572,0.0442,3.0025,179.0047,36.5703,0.0020545716397464275
REACTIVE_examples (207),reactive_tissue,0.1,0,145,13.657,0.3656,56.243,6.542,26.771,13.1774,1.6101,0.4922,21.6767,8.1674,1.2959,0.3768,0.7555,0.2008,-0.5152,0.2658,0.7057,0.1635,-0.7367,0.2317,0.8769,0.073,-1.2701,0.0833,7.5312,2.6761,1.7496,0.3553,4.7631,1.1596,0.2622,0.2435,1.6145,0.5159,1.6881,0.3196,6.257,1.153,7.6061,1.4744,46.1402,0.2466,0.0427,3.018,170.5988,37.655,0.05307373031973839
REACTIVE_examples (207),reactive_tissue,0.2,0,145,13.657,0.3566,55.044,6.793,26.1114,13.1336,1.4131,0.503,21.6809,8.4585,1.0683,0.3901,0.7422,0.2107,-0.4077,0.2839,0.7048,0.1627,-0.789,0.2309,0.8711,0.079,-1.295,0.0907,7.4366,2.6858,1.5754,0.3612,4.7304,1.2455,0.5347,0.2633,1.5981,0.4813,1.6546,0.3012,6.3025,1.1184,7.6388,1.4964,46.6379,0.2429,0.042,3.0286,163.1975,37.9871,0.009461769834160805
REACTIVE_examples (207),reactive_tissue,0.3,0,147,13.845,0.3247,43.773,6.32,23.4531,9.9484,0.7511,0.4242,20.9541,7.7714,1.053,0.3709,0.7281,0.2222,-0.3657,0.3052,0.7027,0.1573,-0.5546,0.2239,0.8635,0.0852,-1.3518,0.0986,7.0503,2.1242,0.907,0.3013,4.5595,1.1556,0.4673,0.2535,1.5895,0.4792,1.6371,0.3015,6.2026,1.1594,7.5584,1.4967,52.5088,0.2261,0.0406,3.0658,160.8529,37.3499,0.09300540387630463
REACTIVE_examples (178),reactive_tissue,0.0,0,185,17.424,0.3762,43.567,6.029,21.5901,10.4429,2.9075,0.4837,18.3233,6.6992,2.1533,0.3656,0.8341,0.1799,-0.9293,0.2156,0.6546,0.1768,-0.6873,0.2701,0.8924,0.0608,-1.2674,0.0681,6.4572,2.1103,1.1366,0.3268,4.4118,0.9716,1.9844,0.2202,1.4681,0.3723,1.2035,0.2536,5.7352,1.1489,6.8142,1.2673,48.471,0.2445,0.0413,3.0066,175.0017,39.7733,0.008840369991958141
REACTIVE_examples (178),reactive_tissue,0.1,0,185,17.424,0.377,43.667,6.221,21.6335,10.4598,3.0086,0.4835,18.2945,6.5188,2.0507,0.3563,0.8351,0.1761,-0.921,0.2108,0.6536,0.1726,-0.6618,0.264,0.8941,0.0595,-1.2984,0.0665,6.4214,1.983,0.9351,0.3088,4.4312,1.0216,2.3113,0.2305,1.4579,0.3576,1.1912,0.2453,5.7566,1.1212,6.8154,1.278,47.4683,0.2468,0.0416,2.9971,174.9574,39.857,0.023865042254328728
REACTIVE_examples (178),reactive_tissue,0.2,0,186,17.519,0.3776,42.12,6.07,21.5513,10.0413,3.187,0.4659,18.3426,6.3547,2.0471,0.3464,0.8306,0.1783,-0.9284,0.2147,0.6585,0.1679,-0.5778,0.255,0.8916,0.0625,-1.327,0.0701,6.4623,2.0082,0.9433,0.3108,4.4229,0.9415,2.1418,0.2129,1.4663,0.3666,1.2871,0.25,5.7323,1.1135,6.8072,1.2595,48.2216,0.2435,0.0415,3.0037,176.9353,39.7317,0.024129517376422882
REACTIVE_examples (178),reactive_tissue,0.3,0,187,17.613,0.3626,40.861,5.839,20.5886,9.7403,3.1298,0.4731,17.8616,6.3734,2.5691,0.3568,0.8337,0.1743,-0.9398,0.2091,0.6583,0.1689,-0.5556,0.2567,0.8909,0.0612,-1.4428,0.0687,6.3053,1.9847,1.2025,0.3148,4.3246,0.9372,1.9525,0.2167,1.4661,0.3615,1.1698,0.2466,5.7195,1.1439,6.7712,1.2737,53.3634,0.2246,0.0389,3.0243,168.3872,40.7728,0.04931033402681351
REACTIVE_examples (19),reactive_tissue,0.0,0,173,16.294,0.4389,49.185,6.907,26.9368,10.8375,0.9094,0.4023,22.9603,8.4117,1.2268,0.3664,0.7067,0.2164,-0.4523,0.3062,0.7001,0.1428,-0.6954,0.204,0.858,0.0822,-1.1077,0.0958,7.5389,2.1623,0.9458,0.2868,4.9912,1.1704,0.4134,0.2345,1.5381,0.3937,1.516,0.2559,5.9907,1.1092,7.1284,0.93,39.4395,0.2618,0.0457,3.0258,182.4848,35.2976,0.03733494132757187
REACTIVE_examples (19),reactive_tissue,0.1,0,174,16.388,0.4402,49.409,6.924,26.8622,10.8938,0.9062,0.4055,22.8514,8.397,1.297,0.3675,0.7087,0.2132,-0.4555,0.3008,0.6996,0.1437,-0.6733,0.2054,0.8602,0.0774,-1.0253,0.09,7.4847,2.0757,0.8219,0.2773,4.9742,1.1898,0.3664,0.2392,1.5363,0.3875,1.4598,0.2523,6.0124,1.1013,7.131,0.9306,38.9456,0.262,0.0458,3.0213,182.6252,35.0724,0.03603130578994751
REACTIVE_examples (19),reactive_tissue,0.2,0,173,16.294,0.4343,49.62,7.019,26.6531,11.1047,0.8944,0.4166,21.9842,7.6423,1.3484,0.3476,0.7375,0.1998,-0.5167,0.2708,0.6936,0.1414,-0.3954,0.2039,0.87,0.0756,-1.2691,0.0869,7.3655,2.0502,0.9093,0.2783,4.9395,1.1869,0.4297,0.2403,1.5239,0.3922,1.5261,0.2574,6.008,1.1096,7.1742,0.973,37.6281,0.2667,0.0463,2.974,183.8137,35.6337,0.0008179718279279768
REACTIVE_examples (19),reactive_tissue,0.3,0,175,16.483,0.4392,49.244,6.964,26.6446,10.7463,0.9835,0.4033,22.8252,8.3862,1.3537,0.3674,0.7062,0.2135,-0.4594,0.3023,0.6959,0.1473,-0.6988,0.2117,0.8598,0.0774,-1.1398,0.0901,7.4568,2.0855,1.0022,0.2797,4.9709,1.1814,0.4063,0.2377,1.5323,0.3933,1.517,0.2567,5.9352,1.1258,7.0789,0.9515,39.8884,0.2596,0.0457,3.0336,182.8981,35.2153,0.029292061924934387
REACTIVE_examples (93),reactive_tissue,0.0,0,176,16.577,0.2728,31.317,5.456,16.4567,6.7132,1.0754,0.4079,16.7135,6.6578,1.8338,0.3983,0.8045,0.224,-0.9976,0.2785,0.6775,0.1443,-0.3915,0.2131,0.8719,0.0981,-1.6406,0.1125,5.7583,1.7768,1.6987,0.3086,3.9363,0.9191,0.2209,0.2335,1.4906,0.4065,2.3664,0.2727,5.597,1.1971,6.846,1.2261,69.6652,0.1817,0.0362,3.0711,158.5807,39.1272,0.008213856257498264
REACTIVE_examples (93),reactive_tissue,0.1,0,174,16.388,0.2699,31.058,5.407,16.4707,6.6607,1.0083,0.4044,16.7781,6.8187,1.7726,0.4064,0.8052,0.2279,-1.05,0.283,0.6746,0.1471,-0.365,0.2181,0.8739,0.0987,-1.7567,0.113,5.7759,1.8795,1.7764,0.3254,3.9336,0.9114,0.153,0.2317,1.4961,0.4483,2.8278,0.2996,5.6347,1.1493,6.8961,1.2085,69.3402,0.1814,0.0362,3.0716,158.5428,38.9524,0.013106090016663074
REACTIVE_examples (93),reactive_tissue,0.2,0,174,16.388,0.2749,32.046,5.486,16.7723,6.8356,1.2204,0.4075,16.8958,6.8921,1.9272,0.4079,0.8068,0.2218,-1.0953,0.2749,0.6792,0.1524,-0.413,0.2244,0.8746,0.1,-1.8238,0.1143,5.8678,1.8982,1.6926,0.3235,3.9475,0.926,0.3004,0.2346,1.5216,0.4849,2.7455,0.3187,5.5934,1.2464,6.8712,1.2718,68.8796,0.1826,0.0363,3.0691,158.796,39.2144,0.007628011517226696
REACTIVE_examples (93),reactive_tissue,0.3,0,170,16.012,0.2576,30.657,5.299,16.0891,6.6156,1.1707,0.4112,16.4693,7.2411,3.2351,0.4397,0.814,0.2244,-1.0824,0.2757,0.6691,0.1461,-0.3247,0.2184,0.8783,0.0962,-1.7498,0.1095,5.6577,1.8426,2.4285,0.3257,3.9083,0.9135,0.2565,0.2337,1.4705,0.3855,2.2749,0.2622,5.6256,1.2661,6.9046,1.2696,78.144,0.169,0.0346,3.0752,155.3953,39.8494,0.1011907309293747
REACTIVE_examples (206),reactive_tissue,0.0,0,96,9.042,0.214,53.514,7.496,23.6661,14.7847,0.714,0.6247,19.301,8.4496,0.5891,0.4378,0.7887,0.181,-0.636,0.2295,0.691,0.16,-0.822,0.2316,0.8734,0.071,-1.0736,0.0813,6.6216,2.2636,0.2728,0.3419,4.5157,1.7361,0.4639,0.3845,1.5317,0.3918,1.4201,0.2558,6.7094,1.7561,8.5739,2.0359,46.8382,0.2593,0.043,2.9689,163.8863,38.2899,0.20118962228298187
REACTIVE_examples (206),reactive_tissue,0.1,0,98,9.23,0.2182,55.524,7.976,23.6431,15.25,0.894,0.645,19.4491,8.8827,0.753,0.4567,0.7814,0.1892,-0.6007,0.2422,0.6908,0.1681,-0.7596,0.2434,0.8694,0.0734,-0.9814,0.0845,6.6449,2.2714,0.2519,0.3418,4.519,1.845,0.6846,0.4083,1.5542,0.4301,1.3232,0.2767,6.6549,1.7306,8.5255,2.0184,44.8775,0.2634,0.0438,2.958,165.3852,37.7111,0.008928367868065834
REACTIVE_examples (206),reactive_tissue,0.2,0,93,8.759,0.2081,53.535,7.269,23.7561,14.8705,0.7818,0.626,19.6424,8.6652,0.578,0.4411,0.7731,0.1946,-0.4887,0.2517,0.6931,0.1596,-0.7684,0.2302,0.8676,0.0738,-0.7539,0.0851,6.7122,2.4228,0.6856,0.3609,4.5102,1.6542,0.2944,0.3668,1.5456,0.429,1.8794,0.2775,6.7167,1.7233,8.5517,2.2457,50.5785,0.2497,0.0419,2.9813,160.0261,38.8652,0.022055795416235924
REACTIVE_examples (206),reactive_tissue,0.3,0,91,8.571,0.2105,54.381,7.328,24.5619,15.1949,0.76,0.6186,19.9763,8.7306,0.6081,0.437,0.7741,0.1934,-0.5017,0.2499,0.6855,0.1592,-0.7092,0.2322,0.8691,0.0786,-0.76,0.0904,6.7969,2.4388,0.692,0.3588,4.6196,1.6784,0.3057,0.3633,1.5244,0.4093,1.6131,0.2685,6.7769,1.7207,8.6478,2.2317,50.5929,0.2519,0.0416,2.9799,161.0269,39.484,0.005476502701640129
REACTIVE_examples (284),reactive_tissue,0.0,0,181,17.048,0.4041,45.995,6.28,23.7039,10.0695,1.2093,0.4248,19.2879,6.5731,1.5408,0.3408,0.8288,0.1778,-0.9678,0.2146,0.66,0.1677,-0.586,0.2542,0.8975,0.0616,-1.3629,0.0686,6.7627,2.1186,1.3144,0.3133,4.6352,0.9664,0.7918,0.2085,1.4668,0.362,1.3488,0.2468,5.8782,0.936,6.9355,1.0843,41.1956,0.2773,0.0473,2.9405,188.62,36.4763,0.0016741075087338686
REACTIVE_examples (284),reactive_tissue,0.1,0,179,16.859,0.4058,46.705,6.329,24.0669,10.1428,1.104,0.4214,19.4469,6.6403,1.3864,0.3415,0.8296,0.1786,-1.03,0.2152,0.6618,0.1711,-0.6005,0.2585,0.8949,0.0658,-1.5593,0.0735,6.8639,2.232,1.25,0.3252,4.6578,0.9501,0.6595,0.204,1.4779,0.3744,1.2754,0.2534,5.8862,0.9459,6.9927,1.0698,40.1988,0.2796,0.0476,2.9255,188.4436,36.5139,0.0012585704680532217
REACTIVE_examples (284),reactive_tissue,0.2,0,178,16.765,0.4047,47.645,6.616,24.1415,10.3461,1.1149,0.4286,19.4248,6.8182,1.4308,0.351,0.835,0.1793,-1.0936,0.2148,0.6571,0.17,-0.5518,0.2588,0.8987,0.0631,-1.6387,0.0702,6.8278,2.2121,1.2579,0.324,4.6781,1.0086,0.8818,0.2156,1.4651,0.3628,1.1886,0.2476,5.9307,0.9417,7.023,1.0852,40.337,0.2804,0.0473,2.9242,187.5149,36.676,0.001297134323976934
REACTIVE_examples (284),reactive_tissue,0.3,0,182,17.142,0.4061,45.182,6.385,23.6911,9.6515,1.2285,0.4074,19.4908,6.6284,1.5723,0.3401,0.8188,0.1856,-0.8945,0.2266,0.6586,0.1736,-0.5207,0.2635,0.896,0.0621,-1.2239,0.0693,6.7978,2.0817,1.2828,0.3062,4.6393,0.962,0.9002,0.2074,1.48,0.3897,1.2837,0.2633,5.8806,0.9008,6.9423,1.0203,42.0802,0.2733,0.0469,2.9422,188.6394,36.4504,0.0019159209914505482
REACTIVE_examples (10),reactive_tissue,0.0,0,206,19.402,0.4471,49.887,6.769,23.0428,11.4135,1.7647,0.4953,19.5525,8.0803,2.2021,0.4133,0.8049,0.2038,-0.817,0.2533,0.6666,0.1697,-0.5049,0.2546,0.8825,0.079,-1.5175,0.0896,6.7904,2.3842,1.3825,0.3511,4.5515,1.0761,1.3892,0.2364,1.502,0.4262,1.6585,0.2837,5.422,0.9423,6.4949,1.0362,40.0373,0.2599,0.0466,3.0586,190.1721,34.8675,0.0032594394870102406
REACTIVE_examples (10),reactive_tissue,0.1,0,204,19.214,0.446,50.079,6.715,23.2137,11.5476,1.5445,0.4974,19.5978,7.9824,1.7152,0.4073,0.8053,0.2024,-0.8165,0.2513,0.6668,0.1689,-0.5217,0.2533,0.884,0.0737,-1.2929,0.0834,6.7865,2.3888,1.2928,0.352,4.5567,1.101,1.1989,0.2416,1.5019,0.4335,1.9074,0.2886,5.4981,0.9329,6.5072,1.028,41.1131,0.2591,0.0464,3.0652,190.6169,34.9496,0.005882563069462776
REACTIVE_examples (10),reactive_tissue,0.2,0,207,19.497,0.448,48.648,6.587,22.9765,10.9267,1.3469,0.4756,19.4349,7.7455,1.5824,0.3985,0.811,0.2002,-0.8934,0.2469,0.6664,0.1703,-0.4482,0.2555,0.8865,0.0739,-1.4729,0.0834,6.7829,2.4603,1.6182,0.3627,4.5277,1.0591,0.9587,0.2339,1.5117,0.4605,1.9795,0.3046,5.473,0.9504,6.5063,1.0216,40.1219,0.2603,0.0465,3.0575,190.237,34.8618,0.005001767072826624
REACTIVE_examples (10),reactive_tissue,0.3,0,202,19.026,0.4482,50.502,6.616,23.5588,11.8431,1.4977,0.5027,19.5347,7.9956,1.72,0.4093,0.8181,0.1949,-1.0096,0.2383,0.6671,0.1753,-0.6009,0.2628,0.8889,0.0709,-1.5318,0.0797,6.8465,2.5282,1.5241,0.3693,4.5599,1.1095,1.0415,0.2433,1.5115,0.445,1.9267,0.2944,5.5374,0.9781,6.5894,1.0482,38.6601,0.267,0.0472,3.031,190.0432,35.0412,0.009838901460170746
REACTIVE_examples (24),reactive_tissue,0.0,0,179,16.859,0.4164,51.959,6.785,24.7004,12.2663,1.3834,0.4966,22.5017,9.5096,1.3937,0.4226,0.6779,0.2244,-0.2428,0.3311,0.7197,0.1348,-0.6269,0.1873,0.8339,0.0986,-0.9278,0.1182,7.3721,2.5495,1.3906,0.3458,4.7091,1.2371,0.6058,0.2627,1.5809,0.396,1.3374,0.2505,5.849,0.9983,7.0108,1.2281,49.4794,0.2104,0.0411,3.1291,181.3126,34.9002,0.0005677865701727569
