image_name,category,sigma,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std,probability
FL_examples (260),follicular_lymphoma,0.2,1,181,17.048,0.334,35.961,5.832,19.5935,7.7397,1.2059,0.395,17.4752,5.5647,2.0125,0.3184,0.8264,0.1752,-1.0133,0.212,0.6467,0.1734,-0.5665,0.2681,0.8853,0.0783,-1.404,0.0884,6.1251,1.7108,1.4937,0.2793,4.3036,0.9634,0.8569,0.2239,1.4534,0.3884,1.7233,0.2672,5.8006,1.076,6.8945,1.1181,43.9428,0.2904,0.0452,2.8307,162.873,39.8845,0.9989916682243347
FL_examples (260),follicular_lymphoma,0.3,1,177,16.671,0.3327,36.666,5.975,19.9598,7.7255,1.2671,0.3871,17.7176,5.595,2.0297,0.3158,0.8247,0.1772,-1.0326,0.2149,0.6475,0.1719,-0.5269,0.2655,0.8871,0.0741,-1.5085,0.0835,6.1927,1.7255,1.4248,0.2786,4.3415,0.9465,1.0822,0.218,1.4524,0.3838,1.712,0.2642,5.9452,1.0803,6.9822,1.1664,42.3615,0.2934,0.0455,2.8124,161.7638,39.8202,0.9990643858909607
FL_examples (85),follicular_lymphoma,0.0,1,160,15.07,0.4796,74.893,8.587,31.8273,19.3414,2.0049,0.6077,23.2119,10.0454,1.698,0.4328,0.7635,0.1821,-0.4475,0.2385,0.6951,0.1639,-0.6587,0.2358,0.8803,0.0618,-0.8746,0.0702,7.978,2.8539,0.8673,0.3577,5.2015,1.6459,1.1718,0.3164,1.5662,0.4621,2.0643,0.2951,6.1846,1.231,7.3345,1.3198,33.3005,0.2862,0.0477,2.446,183.6808,37.5369,0.9970306158065796
FL_examples (85),follicular_lymphoma,0.1,1,158,14.881,0.4633,70.635,8.728,31.1306,18.4775,1.8741,0.5935,23.467,10.4215,1.7486,0.4441,0.7407,0.1899,-0.2732,0.2564,0.7027,0.1667,-0.7187,0.2371,0.8672,0.0685,-0.8767,0.079,8.0303,2.9193,0.6987,0.3635,5.135,1.6828,1.2242,0.3277,1.5945,0.4714,1.7397,0.2957,6.1772,1.2787,7.3936,1.3015,39.5186,0.276,0.0452,2.5371,180.0087,39.4656,0.9965316653251648
FL_examples (85),follicular_lymphoma,0.2,1,154,14.505,0.4783,75.912,8.734,32.9725,19.6981,1.8131,0.5974,23.7557,10.3732,1.618,0.4367,0.7604,0.1838,-0.4527,0.2418,0.697,0.166,-0.7482,0.2382,0.8803,0.0603,-0.8565,0.0685,8.1431,2.9191,0.7617,0.3585,5.2794,1.6534,1.138,0.3132,1.5712,0.457,1.993,0.2909,6.3267,1.2088,7.4666,1.3326,31.8342,0.2882,0.0484,2.4245,184.6691,36.9423,0.9811041355133057
FL_examples (85),follicular_lymphoma,0.3,1,153,14.411,0.4799,75.978,8.712,33.3028,19.7522,1.8362,0.5931,23.987,10.1667,1.4627,0.4238,0.7528,0.1878,-0.3236,0.2495,0.6991,0.1678,-0.8196,0.24,0.878,0.0624,-0.7579,0.0711,8.2569,2.9855,0.6758,0.3616,5.3004,1.6284,1.2101,0.3072,1.5774,0.4547,1.9266,0.2883,6.2435,1.2633,7.5046,1.2916,33.999,0.2842,0.0471,2.4644,182.6156,38.0131,0.9811041355133057
FL_examples (97),follicular_lymphoma,0.0,1,157,14.787,0.4832,76.864,7.953,32.6794,19.0805,1.7998,0.5839,23.9736,10.3641,1.4657,0.4323,0.7516,0.189,-0.5723,0.2515,0.7296,0.1393,-0.8367,0.1909,0.8741,0.0691,-1.1469,0.0791,8.3921,3.202,1.2433,0.3815,5.1898,1.4723,1.2611,0.2837,1.6205,0.4278,1.4658,0.264,6.3272,1.1119,7.5957,1.1965,32.5979,0.281,0.0491,2.4248,187.9264,36.4642,0.9992331266403198
FL_examples (97),follicular_lymphoma,0.1,1,161,15.164,0.4707,68.658,7.758,31.0395,16.813,1.3698,0.5417,24.1399,10.7342,1.6221,0.4447,0.7202,0.1972,-0.46,0.2739,0.7441,0.1371,-0.916,0.1843,0.8612,0.0743,-1.1591,0.0863,8.3958,3.2782,1.4474,0.3905,5.0376,1.4676,1.3707,0.2913,1.6828,0.521,2.5556,0.3096,6.2631,1.0472,7.4829,1.0988,39.3965,0.2708,0.0458,2.5751,182.9162,38.7843,0.9994993209838867
FL_examples (97),follicular_lymphoma,0.2,1,161,15.164,0.4857,70.064,7.707,32.0265,17.432,1.6943,0.5443,23.8363,9.9141,1.3619,0.4159,0.7492,0.1908,-0.5663,0.2547,0.7396,0.1328,-0.9222,0.1796,0.8747,0.0685,-1.0277,0.0783,8.3814,3.0973,1.2794,0.3695,5.127,1.3855,1.1159,0.2702,1.6382,0.418,1.4483,0.2552,6.2322,1.0402,7.4902,1.1532,35.309,0.2796,0.0483,2.4811,186.9119,37.4652,0.9987334609031677
FL_examples (97),follicular_lymphoma,0.3,1,160,15.07,0.4837,76.136,8.131,32.0984,18.8789,1.7731,0.5882,23.8035,10.6771,1.6474,0.4486,0.7538,0.1909,-0.6804,0.2532,0.7206,0.1405,-0.8616,0.195,0.8757,0.0723,-1.3197,0.0826,8.2441,3.2214,1.5682,0.3908,5.1958,1.5036,1.3062,0.2894,1.5879,0.3993,1.3764,0.2515,6.2622,1.139,7.491,1.1853,33.3665,0.2825,0.049,2.4541,187.5994,36.488,0.999269425868988
FL_examples (2),follicular_lymphoma,0.0,1,168,15.823,0.3886,50.187,6.68,24.5607,11.5456,1.2748,0.4701,20.7336,7.9456,1.1995,0.3832,0.7686,0.215,-0.6488,0.2797,0.6862,0.1605,-0.5591,0.234,0.877,0.0793,-1.2917,0.0904,7.0734,2.3134,1.3808,0.3271,4.6925,1.1727,0.4755,0.2499,1.5338,0.4283,1.7999,0.2792,6.0083,1.1777,7.2106,0.9844,43.9891,0.2669,0.044,2.9558,178.7256,39.9444,0.8670040965080261
FL_examples (2),follicular_lymphoma,0.1,1,167,15.729,0.3877,50.66,6.597,24.647,11.666,1.2905,0.4733,20.7061,8.0609,1.2847,0.3893,0.7722,0.2153,-0.7027,0.2788,0.688,0.1603,-0.6457,0.233,0.8779,0.0773,-1.1889,0.088,7.0914,2.341,1.3251,0.3301,4.685,1.1425,0.3442,0.2439,1.5336,0.4181,1.7774,0.2726,6.0479,1.1568,7.2565,0.9976,43.2388,0.2687,0.0441,2.9537,178.7324,39.991,0.9741480350494385
FL_examples (2),follicular_lymphoma,0.2,1,168,15.823,0.3924,50.56,6.512,24.8,11.6635,1.2589,0.4703,20.6324,7.7485,1.1397,0.3755,0.7748,0.2059,-0.652,0.2658,0.691,0.1538,-0.5786,0.2226,0.8811,0.0722,-1.0544,0.0819,7.101,2.3572,1.3052,0.332,4.6808,1.1181,0.3519,0.2389,1.5327,0.4128,1.8204,0.2693,6.0063,1.1465,7.2377,0.9917,41.722,0.2698,0.0447,2.949,179.9427,39.4226,0.8228238821029663
FL_examples (2),follicular_lymphoma,0.3,1,169,15.918,0.3904,50.0,6.646,24.5281,11.5695,1.2505,0.4717,20.7292,7.9936,1.1393,0.3856,0.7673,0.2153,-0.6435,0.2806,0.6885,0.161,-0.6138,0.2338,0.8767,0.0789,-1.2693,0.09,7.0833,2.3426,1.3302,0.3307,4.6773,1.1815,0.4547,0.2526,1.5394,0.4311,1.8675,0.2801,6.0119,1.1384,7.2113,0.9762,43.8238,0.268,0.0442,2.9618,179.2731,39.7896,0.8888652324676514
FL_examples (122),follicular_lymphoma,0.0,1,155,14.599,0.2225,29.571,5.198,15.2434,7.5821,0.4787,0.4974,15.9802,6.5168,1.04,0.4078,0.7825,0.2074,-0.6696,0.2651,0.7526,0.1398,-0.8338,0.1857,0.851,0.091,-0.8865,0.1069,5.8408,1.7959,0.6212,0.3075,3.5513,1.1025,0.1121,0.3105,1.7206,0.5115,1.5371,0.2973,5.7689,1.428,7.1513,1.4141,49.3299,0.2416,0.0418,2.7536,146.9008,37.9163,0.9998317956924438
FL_examples (122),follicular_lymphoma,0.1,1,150,14.128,0.245,34.039,5.521,17.3442,8.1772,0.6175,0.4715,17.381,7.153,1.452,0.4115,0.7698,0.2107,-0.7313,0.2737,0.7441,0.1508,-0.8539,0.2027,0.8552,0.0919,-1.288,0.1075,6.2963,2.1175,1.1861,0.3363,3.7777,1.0824,0.3155,0.2865,1.7356,0.6045,1.9492,0.3483,5.8744,1.3552,7.3722,1.308,47.025,0.2509,0.0423,2.7579,147.0741,38.8766,0.9998636245727539
FL_examples (122),follicular_lymphoma,0.2,1,165,15.541,0.324,43.851,6.364,20.8509,10.6316,0.9497,0.5099,19.7316,8.0978,1.3053,0.4104,0.715,0.2071,-0.2621,0.2897,0.7499,0.1518,-1.2069,0.2024,0.8342,0.1029,-1.1696,0.1234,7.0255,2.4858,1.3438,0.3538,4.1742,1.1933,0.3952,0.2859,1.7321,0.5706,2.7581,0.3294,5.8972,1.161,7.2526,1.2417,40.7677,0.2757,0.0444,2.7557,154.0483,39.3533,0.9996650218963623
FL_examples (122),follicular_lymphoma,0.3,1,144,13.563,0.195,26.097,4.602,14.38,6.4576,0.3252,0.4491,15.5631,5.6815,0.8124,0.3651,0.7761,0.2051,-0.6277,0.2643,0.7478,0.1387,-0.6838,0.1855,0.8539,0.0867,-0.8893,0.1016,5.697,1.6667,0.7065,0.2926,3.4752,0.9608,-0.0572,0.2765,1.7055,0.5195,1.9012,0.3046,5.8409,1.5833,7.3058,1.7503,56.1402,0.2257,0.0401,2.752,140.033,38.6341,0.9998078942298889
FL_examples (297),follicular_lymphoma,0.0,1,150,14.128,0.3401,45.184,6.019,24.0703,9.855,0.8954,0.4094,19.8223,6.6073,1.0945,0.3333,0.8015,0.185,-0.7351,0.2308,0.6799,0.1692,-0.5857,0.2489,0.8912,0.0606,-1.0239,0.0681,6.9656,2.1569,0.9089,0.3097,4.5952,0.9428,-0.2666,0.2052,1.5364,0.4429,1.4629,0.2883,6.1256,1.1275,7.4123,1.2643,44.6176,0.2636,0.0434,2.9784,172.6648,39.7513,0.9276572465896606
FL_examples (297),follicular_lymphoma,0.1,1,155,14.599,0.344,43.497,6.008,23.5627,9.5119,0.8727,0.4037,19.2652,5.9803,0.8545,0.3104,0.8165,0.1708,-0.7634,0.2092,0.678,0.1667,-0.595,0.246,0.8956,0.0587,-1.2293,0.0656,6.8475,2.0773,0.8069,0.3034,4.5485,0.9336,-0.2991,0.2053,1.5264,0.4359,1.5413,0.2856,6.0635,1.2491,7.296,1.346,43.1595,0.2675,0.0439,2.968,174.3441,39.8376,0.9767695069313049
FL_examples (297),follicular_lymphoma,0.2,1,147,13.845,0.3246,42.56,6.139,23.4459,8.8256,1.0543,0.3764,19.7375,6.4748,1.484,0.328,0.7969,0.1935,-0.7961,0.2428,0.6846,0.162,-0.5676,0.2366,0.8924,0.0636,-1.0224,0.0713,6.8849,1.9425,1.0868,0.2821,4.5667,0.9054,-0.0445,0.1983,1.5371,0.4379,1.5481,0.2849,6.005,1.1335,7.3616,1.2727,48.5775,0.2524,0.042,2.9885,169.4183,40.0488,0.5803873538970947
FL_examples (297),follicular_lymphoma,0.3,1,153,14.411,0.3653,46.79,6.294,25.3491,10.3675,0.9308,0.409,20.0413,6.0342,0.7476,0.3011,0.8122,0.1715,-0.6852,0.2111,0.6917,0.1554,-0.5285,0.2247,0.8946,0.0594,-1.0698,0.0664,7.1593,2.0923,0.7579,0.2923,4.7129,1.0035,0.065,0.2129,1.5437,0.4281,1.5203,0.2773,6.1663,1.2126,7.3864,1.2962,39.2484,0.2809,0.0456,2.901,178.0061,39.5751,0.9335460066795349
FL_examples (57),follicular_lymphoma,0.0,1,133,12.527,0.2795,46.491,6.735,22.315,12.3929,0.7276,0.5554,23.5417,11.2663,0.8613,0.4786,0.5815,0.2428,0.284,0.4175,0.7464,0.1696,-1.1406,0.2272,0.7741,0.1125,-0.2435,0.1453,7.4762,2.5994,0.8436,0.3477,4.4466,1.5156,0.1122,0.3409,1.7925,0.6722,2.0631,0.375,6.0617,1.8803,7.898,1.7364,53.4237,0.2172,0.0409,3.0723,156.0062,36.0511,0.9656643867492676
FL_examples (57),follicular_lymphoma,0.1,1,133,12.527,0.2809,47.58,6.781,22.4248,12.6725,0.7494,0.5651,23.6474,11.3927,0.8976,0.4818,0.5762,0.2359,0.2647,0.4095,0.7548,0.1558,-0.919,0.2064,0.769,0.1087,-0.2536,0.1414,7.5127,2.6171,0.9126,0.3483,4.4379,1.5304,0.0541,0.3448,1.8176,0.7062,2.0558,0.3885,6.0675,1.8784,7.9056,1.7233,54.5587,0.2144,0.0403,3.0698,153.6802,36.4801,0.95014488697052
FL_examples (57),follicular_lymphoma,0.2,1,136,12.809,0.2768,44.965,6.905,21.6097,12.2008,0.5822,0.5646,23.2604,11.419,0.7881,0.4909,0.582,0.246,0.2908,0.4226,0.7491,0.1615,-0.9448,0.2156,0.7713,0.1105,-0.2652,0.1432,7.3238,2.5501,0.7993,0.3482,4.3826,1.5794,0.0614,0.3604,1.8035,0.6982,2.0434,0.3872,5.9602,1.8099,7.8015,1.6825,51.5759,0.2181,0.0413,3.0716,158.9271,35.4619,0.9786615371704102
FL_examples (57),follicular_lymphoma,0.3,1,137,12.904,0.2637,41.957,6.885,20.4372,10.9524,0.6015,0.5359,22.9299,10.7035,0.8206,0.4668,0.5655,0.2421,0.418,0.4282,0.7537,0.1561,-0.9517,0.2071,0.7638,0.112,-0.2399,0.1467,7.1717,2.048,0.3606,0.2856,4.3395,1.5411,0.1561,0.3551,1.8041,0.6945,2.3685,0.385,5.9408,1.8547,7.6569,1.8461,63.2563,0.1982,0.0379,3.0656,147.7543,37.7553,0.6325597763061523
FL_examples (264),follicular_lymphoma,0.0,1,170,16.012,0.3354,41.996,5.989,20.9496,9.4225,1.1489,0.4498,18.3321,6.3597,1.1458,0.3469,0.8081,0.1864,-0.7362,0.2307,0.6699,0.1691,-0.3082,0.2525,0.8765,0.0725,-0.9166,0.0828,6.4785,2.1369,1.033,0.3298,4.3273,0.9744,0.119,0.2252,1.5183,0.4409,1.4487,0.2904,5.8262,1.0101,7.1312,1.2257,43.6798,0.271,0.0442,2.8803,161.7719,38.4289,0.9972143769264221
FL_examples (264),follicular_lymphoma,0.1,1,168,15.823,0.3316,41.71,6.072,20.9585,9.299,1.1922,0.4437,18.4255,6.2585,1.1835,0.3397,0.8013,0.1869,-0.6357,0.2332,0.6697,0.1689,-0.2526,0.2522,0.8731,0.0735,-0.9031,0.0842,6.4968,2.1197,1.0593,0.3263,4.3334,0.9512,0.2469,0.2195,1.5204,0.4467,1.4387,0.2938,5.8286,0.9908,7.1622,1.2184,43.1415,0.2713,0.0445,2.8784,161.765,38.2354,0.9977905750274658
FL_examples (264),follicular_lymphoma,0.2,1,170,16.012,0.3298,40.353,5.997,20.5961,9.0194,1.1992,0.4379,18.2347,6.1206,1.2531,0.3357,0.8031,0.1854,-0.6494,0.2309,0.6659,0.1666,-0.256,0.2501,0.874,0.0749,-1.0621,0.0857,6.4076,2.0621,1.1148,0.3218,4.3173,0.9461,0.2401,0.2191,1.5058,0.446,1.9023,0.2962,5.7986,0.9093,7.0907,1.1538,45.4764,0.2641,0.0435,2.8966,158.6937,38.7861,0.9786058068275452
FL_examples (264),follicular_lymphoma,0.3,1,169,15.918,0.3392,44.162,6.359,21.3128,10.4245,2.2465,0.4891,18.5544,6.8545,2.215,0.3694,0.8037,0.1832,-0.7297,0.228,0.661,0.1699,-0.3982,0.2571,0.8742,0.0753,-0.9102,0.0861,6.4916,2.1994,1.4754,0.3388,4.4036,1.0326,1.0723,0.2345,1.4879,0.4098,1.5574,0.2754,5.7979,1.0283,7.107,1.2548,45.3557,0.2681,0.0435,2.8635,164.0882,39.2322,0.9684869647026062
FL_examples (248),follicular_lymphoma,0.0,1,101,9.513,0.1496,41.166,6.405,15.7276,12.2887,1.9063,0.7813,18.2812,11.2811,2.0598,0.6171,0.6484,0.2304,-0.0439,0.3554,0.8088,0.1488,-1.4417,0.1839,0.7523,0.124,-0.3429,0.1648,6.854,3.5839,3.2037,0.5229,3.5109,1.6381,0.9119,0.4666,2.0913,0.7451,0.7276,0.3563,6.0398,1.9313,8.066,2.7042,49.4847,0.2337,0.0417,2.7785,150.3292,37.6747,0.9991443157196045
FL_examples (248),follicular_lymphoma,0.1,1,93,8.759,0.1384,40.669,6.557,15.8017,12.1112,1.8485,0.7664,18.4378,11.2953,2.0777,0.6126,0.6445,0.2272,-0.0456,0.3525,0.8149,0.1553,-1.45,0.1905,0.7578,0.1291,-0.4514,0.1704,6.9988,3.6404,3.0899,0.5201,3.4899,1.7168,1.3455,0.4919,2.1688,0.7907,0.6524,0.3646,6.1768,1.93,8.392,2.8853,52.3518,0.2313,0.0411,2.7708,149.6655,38.1175,0.9993289709091187
FL_examples (248),follicular_lymphoma,0.2,1,92,8.665,0.1277,38.49,5.774,14.7361,11.3067,1.8455,0.7673,17.4383,10.3636,2.1734,0.5943,0.657,0.2204,-0.0106,0.3354,0.8384,0.1311,-1.6724,0.1564,0.7653,0.1194,-0.1932,0.156,6.8284,3.4253,3.0791,0.5016,3.2365,1.4728,0.9594,0.4551,2.2696,0.8311,0.8536,0.3662,6.0711,1.9817,8.365,3.0929,57.1966,0.2231,0.04,2.7662,147.4071,38.9272,0.9977636337280273
FL_examples (248),follicular_lymphoma,0.3,1,94,8.854,0.1386,39.95,5.828,15.6494,11.8896,1.8926,0.7597,18.274,10.921,2.1119,0.5976,0.644,0.2243,0.0068,0.3483,0.8242,0.1396,-1.5755,0.1694,0.7587,0.1257,-0.4301,0.1657,6.9951,3.6364,3.0555,0.5199,3.4272,1.5322,0.8387,0.4471,2.1724,0.7728,0.7222,0.3557,6.1026,1.9581,8.3206,2.8735,54.4032,0.2294,0.0407,2.7762,148.0696,38.3581,0.999189555644989
FL_examples (273),follicular_lymphoma,0.0,1,143,13.469,0.3537,53.408,7.08,26.2577,13.5653,0.7057,0.5166,21.757,8.9535,0.8518,0.4115,0.7345,0.2014,-0.4611,0.2742,0.6903,0.146,-0.5695,0.2114,0.8546,0.0765,-0.8771,0.0896,7.2279,2.4136,0.7076,0.3339,4.8542,1.4089,0.1965,0.2903,1.5178,0.4164,3.0222,0.2744,6.4121,1.2576,7.6569,1.2553,35.5626,0.2823,0.0467,2.8781,160.4267,36.4707,0.9983543157577515
FL_examples (273),follicular_lymphoma,0.1,1,144,13.563,0.3614,55.326,7.117,26.644,14.1653,0.7925,0.5317,21.9671,9.474,1.0106,0.4313,0.732,0.2,-0.5583,0.2732,0.6978,0.144,-0.6027,0.2064,0.8531,0.0792,-1.0412,0.0929,7.3485,2.6479,1.0191,0.3603,4.8558,1.4285,0.1309,0.2942,1.5374,0.4227,2.4744,0.2749,6.4885,1.2696,7.682,1.2784,36.3848,0.2806,0.0463,2.88,161.3083,37.1339,0.9976447224617004
FL_examples (273),follicular_lymphoma,0.2,1,138,12.998,0.3459,53.353,7.16,26.6125,13.3857,0.6623,0.503,21.8804,8.8823,0.7793,0.4059,0.7402,0.202,-0.5293,0.2729,0.6875,0.1505,-0.7502,0.2189,0.8577,0.076,-0.9527,0.0886,7.2588,2.3965,0.618,0.3302,4.9011,1.4037,0.2112,0.2864,1.5022,0.3397,0.976,0.2261,6.4909,1.2698,7.7701,1.3259,34.3724,0.2831,0.0474,2.8569,158.0229,36.0313,0.9996980428695679
FL_examples (273),follicular_lymphoma,0.3,1,144,13.563,0.3587,54.297,7.166,26.4486,13.7736,0.718,0.5208,21.9974,8.9256,0.8233,0.4058,0.718,0.1996,-0.3566,0.278,0.699,0.1433,-0.5447,0.205,0.8479,0.0802,-0.7821,0.0946,7.3056,2.417,0.7549,0.3308,4.86,1.4322,0.1654,0.2947,1.5392,0.4176,2.466,0.2713,6.4691,1.2682,7.6953,1.2439,37.233,0.2792,0.046,2.8881,158.3237,37.1137,0.9990746974945068
FL_examples (212),follicular_lymphoma,0.0,1,162,15.258,0.2932,36.258,5.605,19.219,7.9841,1.3932,0.4154,18.237,6.4792,1.6969,0.3553,0.7732,0.2034,-0.6109,0.263,0.7213,0.1569,-0.6801,0.2175,0.87,0.0853,-1.1985,0.098,6.555,2.0742,1.6089,0.3164,4.0711,0.9375,0.466,0.2303,1.6511,0.5155,1.4844,0.3122,5.7292,1.1727,7.0905,1.2796,52.2346,0.2495,0.042,2.9092,163.3039,39.4418,0.9097040891647339
FL_examples (212),follicular_lymphoma,0.1,1,161,15.164,0.2905,36.171,5.602,19.1596,8.0139,1.3961,0.4183,18.2325,6.5542,1.705,0.3595,0.7725,0.2039,-0.6456,0.2639,0.7211,0.1546,-0.6887,0.2144,0.8711,0.0837,-1.2057,0.0961,6.522,2.0721,1.6543,0.3177,4.0688,0.9362,0.4779,0.2301,1.6391,0.4923,1.4843,0.3004,5.7574,1.2051,7.1264,1.282,51.7448,0.2498,0.0421,2.9078,162.9828,39.2602,0.938546359539032
FL_examples (212),follicular_lymphoma,0.2,1,162,15.258,0.2916,37.702,5.96,19.1093,8.526,1.6142,0.4462,18.0196,6.5074,1.754,0.3611,0.7788,0.1964,-0.6503,0.2522,0.7185,0.1568,-0.75,0.2182,0.872,0.0818,-1.2091,0.0939,6.4524,1.9873,1.6818,0.308,4.0705,1.0298,0.7132,0.253,1.6322,0.489,1.4957,0.2996,5.7715,1.1908,7.1046,1.3037,49.347,0.2565,0.0427,2.904,162.3521,39.2426,0.8480271100997925
FL_examples (212),follicular_lymphoma,0.3,1,163,15.352,0.2894,35.586,5.55,18.8493,7.7957,1.3924,0.4136,18.0988,6.4817,1.6644,0.3581,0.7733,0.2067,-0.6792,0.2673,0.7151,0.1576,-0.7137,0.2204,0.8697,0.0866,-1.2473,0.0995,6.4543,2.0514,1.6895,0.3178,4.0638,0.9288,0.4713,0.2286,1.6225,0.4826,1.4573,0.2974,5.7329,1.1779,7.0867,1.2808,52.1255,0.2486,0.0422,2.9186,163.3035,39.1007,0.5962727665901184
FL_examples (59),follicular_lymphoma,0.0,1,131,12.338,0.2823,47.338,6.79,22.8803,12.3086,0.7983,0.538,23.0825,10.5195,0.9156,0.4557,0.6161,0.2503,0.1497,0.4064,0.693,0.1596,-0.3293,0.2303,0.8031,0.1133,-0.5918,0.141,7.0979,2.2687,0.4839,0.3196,4.6877,1.5108,0.0583,0.3223,1.6093,0.6574,3.5907,0.4085,6.4515,1.6456,7.949,1.5708,49.396,0.2319,0.0411,3.0365,162.5246,37.4066,0.948748767375946
FL_examples (59),follicular_lymphoma,0.1,1,130,12.244,0.2791,47.594,6.801,22.7942,12.0885,0.8321,0.5303,22.9953,10.3264,1.081,0.4491,0.6147,0.2451,0.1245,0.3986,0.699,0.1593,-0.4239,0.2279,0.8025,0.1117,-0.493,0.1391,7.1176,2.2089,0.5013,0.3103,4.6618,1.4698,0.1047,0.3153,1.6226,0.6583,3.5807,0.4057,6.3758,1.6183,7.945,1.4941,47.6889,0.2357,0.0417,3.0382,163.1922,36.9227,0.9957041144371033
FL_examples (59),follicular_lymphoma,0.2,1,132,12.433,0.2835,47.444,6.844,22.8047,12.1799,0.8637,0.5341,22.6796,9.9891,1.1304,0.4404,0.6206,0.2367,0.1238,0.3813,0.6973,0.1685,-0.475,0.2416,0.8032,0.1086,-0.4625,0.1352,7.1196,2.1647,0.5454,0.304,4.6372,1.4663,0.1411,0.3162,1.6429,0.69,3.2943,0.42,6.3306,1.4557,7.8488,1.4448,47.5811,0.2374,0.0416,3.0359,162.7994,37.3915,0.9952360987663269
FL_examples (59),follicular_lymphoma,0.3,1,131,12.338,0.2704,46.9,6.876,21.9159,12.3822,0.8838,0.565,21.991,10.1471,1.0721,0.4614,0.6332,0.2365,0.0276,0.3735,0.7082,0.1649,-0.5474,0.2328,0.8047,0.1053,-0.5323,0.1308,6.9815,2.1923,0.6234,0.314,4.4976,1.5458,0.1655,0.3437,1.6797,0.6881,2.1672,0.4097,6.2794,1.554,7.8753,1.4559,54.7573,0.2236,0.0393,3.0384,152.8857,39.383,0.8198795914649963
FL_examples (270),follicular_lymphoma,0.0,1,142,13.374,0.4109,61.533,7.383,30.7222,15.0291,0.7867,0.4892,25.6711,10.5283,0.7207,0.4101,0.6425,0.2127,0.0427,0.331,0.7067,0.1505,-0.7507,0.213,0.83,0.0869,-1.0515,0.1047,8.1353,2.826,0.7146,0.3474,5.2634,1.4023,-0.2165,0.2664,1.5536,0.3548,0.6299,0.2284,6.6747,1.3424,8.0276,1.2967,38.4754,0.265,0.0446,2.9492,170.9214,37.4103,0.934839129447937
FL_examples (270),follicular_lymphoma,0.1,1,144,13.563,0.403,60.884,7.161,29.7107,14.9865,0.7675,0.5044,25.4169,10.6055,0.6641,0.4173,0.6346,0.2156,0.0696,0.3397,0.7219,0.1398,-0.6958,0.1937,0.8264,0.0838,-0.8154,0.1015,8.0835,2.9235,0.8698,0.3617,5.1059,1.4457,-0.1503,0.2831,1.6092,0.4656,1.9968,0.2893,6.6052,1.3513,7.9437,1.2111,41.5936,0.2569,0.0432,2.965,169.1238,37.9728,0.9124499559402466
FL_examples (270),follicular_lymphoma,0.2,1,136,12.809,0.4035,63.586,7.437,31.5035,15.5781,0.7392,0.4945,24.9606,10.0432,0.8379,0.4024,0.681,0.198,-0.1818,0.2907,0.7096,0.1519,-0.695,0.2141,0.8466,0.0803,-1.0981,0.0948,8.1952,2.9126,0.8225,0.3554,5.2479,1.3943,-0.1219,0.2657,1.5735,0.3875,0.8033,0.2463,6.8209,1.4399,8.1744,1.4601,34.5029,0.274,0.0456,2.8845,168.0297,37.174,0.9979091286659241
FL_examples (270),follicular_lymphoma,0.3,1,142,13.374,0.3996,60.616,7.301,29.8758,14.6067,0.8407,0.4889,25.3459,10.2922,0.7527,0.4061,0.6403,0.2141,0.0679,0.3344,0.7149,0.1423,-0.7652,0.1991,0.8294,0.0869,-0.9297,0.1048,8.0546,2.7796,0.8132,0.3451,5.1577,1.3873,-0.0986,0.269,1.5802,0.4175,1.698,0.2642,6.6441,1.3529,8.0004,1.2613,40.2809,0.2609,0.0438,2.9574,169.4132,37.6834,0.8791643977165222
FL_examples (115),follicular_lymphoma,0.0,1,120,11.302,0.1865,30.735,5.025,16.4977,7.1109,1.4462,0.431,14.8572,4.3394,1.64,0.2921,0.9119,0.1292,-1.7269,0.1417,0.6355,0.1721,-0.1557,0.2708,0.9151,0.0505,-1.3988,0.0552,5.4852,1.6586,1.9423,0.3024,3.8748,0.8954,-0.4344,0.2311,1.4704,0.5491,3.2819,0.3734,6.4692,1.4067,8.1594,1.5821,41.1645,0.3135,0.0491,2.5791,137.7677,38.4113,0.9905491471290588
FL_examples (115),follicular_lymphoma,0.1,1,121,11.397,0.1833,29.673,4.986,16.0816,7.2075,1.3585,0.4482,14.5911,4.5058,1.5326,0.3088,0.9166,0.1292,-1.9072,0.141,0.6214,0.181,-0.1276,0.2913,0.9161,0.053,-1.6211,0.0579,5.3768,1.6831,1.8805,0.313,3.8358,0.9387,-0.5241,0.2447,1.4701,0.6316,4.0664,0.4296,6.4007,1.3185,8.0705,1.472,40.974,0.3097,0.0489,2.5938,137.2137,38.2674,0.9865139126777649
